[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 140, Time range: 1735828230 to 1735830315, Price range: 21166.50 to 21427.50, TimeScale Visible: 1735828230 to 1735830315, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1735828230 to 1735830300, Price range: 21166.50 to 21427.50, TimeScale Visible: 1735828230 to 1735830300, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 36, Time range: 1735828230 to 1735830300, Price range: 21166.50 to 21427.50, TimeScale Visible: 1735828230 to 1735830300, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 723, Time range: 1704208560 to 1704212170, Price range: 16685.00 to 16759.50, TimeScale Visible: 1704210885 to 1704212170, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 723, Time range: 1704208560 to 1704212170, Price range: 16685.00 to 16759.50, TimeScale Visible: 1704208560 to 1704212170, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 61, Time range: 1704208560 to 1704212160, Price range: 16685.00 to 16759.50, TimeScale Visible: 1704208560 to 1704212160, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 61, Time range: 1704208560 to 1704212160, Price range: 16685.00 to 16759.50, TimeScale Visible: 1704208560 to 1704212160, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 241, Time range: 1704208560 to 1704212160, Price range: 16685.00 to 16759.50, TimeScale Visible: 1704211260 to 1704212160, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 241, Time range: 1704208560 to 1704212160, Price range: 16685.00 to 16759.50, TimeScale Visible: 1704208560 to 1704212160, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 723, Time range: 1704208560 to 1704212170, Price range: 16685.00 to 16759.50, TimeScale Visible: 1704210970 to 1704212170, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 723, Time range: 1704208560 to 1704212170, Price range: 16685.00 to 16759.50, TimeScale Visible: 1704208560 to 1704212170, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 377, Time range: 1767363361 to 1767365240, Price range: 25638.25 to 25733.50, TimeScale Visible: 1767363955 to 1767365240, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 377, Time range: 1767363361 to 1767365240, Price range: 25638.25 to 25733.50, TimeScale Visible: 1767363361 to 1767365240, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 377, Time range: 1767363361 to 1767365240, Price range: 25638.25 to 25733.50, TimeScale Visible: 1767363955 to 1767365240, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 377, Time range: 1767363361 to 1767365240, Price range: 25638.25 to 25733.50, TimeScale Visible: 1767363361 to 1767365240, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 32, Time range: 1767363361 to 1767365220, Price range: 25638.25 to 25733.50, TimeScale Visible: 1767363361 to 1767365220, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 32, Time range: 1767363361 to 1767365220, Price range: 25638.25 to 25733.50, TimeScale Visible: 1767363361 to 1767365220, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 377, Time range: 1767363361 to 1767365240, Price range: 25638.25 to 25733.50, TimeScale Visible: 1767365085 to 1767365240, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 377, Time range: 1767363361 to 1767365240, Price range: 25638.25 to 25733.50, TimeScale Visible: 1767363361 to 1767365240, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 365, Time range: 1767363330 to 1767365150, Price range: 25638.25 to 25733.50, TimeScale Visible: 1767363330 to 1767365150, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 365, Time range: 1767363330 to 1767365150, Price range: 25638.25 to 25733.50, TimeScale Visible: 1767363330 to 1767365150, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 397, Time range: 1767364350 to 1767366330, Price range: 25638.25 to 25803.75, TimeScale Visible: 1767364510 to 1767366330, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 397, Time range: 1767364350 to 1767366330, Price range: 25638.25 to 25803.75, TimeScale Visible: 1767364350 to 1767366330, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 377, Time range: 1767365790 to 1767367670, Price range: 25457.25 to 25780.00, TimeScale Visible: 1767365790 to 1767367670, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 377, Time range: 1767365790 to 1767367670, Price range: 25457.25 to 25780.00, TimeScale Visible: 1767365790 to 1767367670, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 385, Time range: 1767365880 to 1767367800, Price range: 25457.25 to 25780.00, TimeScale Visible: 1767366200 to 1767367080, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 385, Time range: 1767365880 to 1767367800, Price range: 25457.25 to 25780.00, TimeScale Visible: 1767365880 to 1767367800, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 404, Time range: 1767366030 to 1767368045, Price range: 25457.25 to 25780.00, TimeScale Visible: 1767366125 to 1767368045, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Post-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 404, Time range: 1767366030 to 1767368045, Price range: 25457.25 to 25780.00, TimeScale Visible: 1767366030 to 1767368045, rightPriceScale autoScale: true
[DIAGNOSTICS - loadChartData Pre-Timeout] Container: 1600x785, Parent: 1600x785, Candles: 35, Time range: 1767366030 to 1767368040, Price range: 25457.25 to 25780.00, TimeScale Visible: 1767366030 to 1767368040, rightPriceScale autoScale: true
