==================================================
CONDITIONAL PATH PREDICTABILITY STUDY FULL DETAILS
==================================================

  0-0.25       | 1403   |      +0.040996 |  52.17% | $   -12.50 | $   -22.50
  0.25-0.5     | 1207   |      -0.116910 |  51.28% | $   -21.28 | $   -31.28
  0.5-1.0      | 2343   |      +0.013187 |  51.77% | $   -17.58 | $   -27.58
   >=1.0       | 6692   |      -0.001494 |  50.67% | $   -16.00 | $   -26.00

Cohort: SHORT | K=1m | H=2m | N=21629 | Slope=-0.014714 | 95% CI=[-0.038623, +0.001608]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11195  |      +0.019469 |  49.28% | $    -8.86 | $   -18.86
  0-0.25       | 3345   |      +0.017210 |  47.98% | $    -4.46 | $   -14.46
  0.25-0.5     | 2530   |      -0.018914 |  46.09% | $   -11.57 | $   -21.57
  0.5-1.0      | 2981   |      -0.029510 |  45.79% | $   -13.19 | $   -23.19
   >=1.0       | 1578   |      -0.044079 |  44.61% | $   -18.73 | $   -28.73

Cohort: SHORT | K=1m | H=5m | N=21629 | Slope=-0.021168 | 95% CI=[-0.054429, +0.001514]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11195  |      +0.016133 |  48.97% | $   -11.84 | $   -21.84
  0-0.25       | 3345   |      +0.001218 |  47.92% | $    -4.29 | $   -14.29
  0.25-0.5     | 2530   |      -0.075569 |  46.56% | $   -22.30 | $   -32.30
  0.5-1.0      | 2981   |      +0.008004 |  47.80% | $    -1.96 | $   -11.96
   >=1.0       | 1578   |      -0.104890 |  44.74% | $   -20.82 | $   -30.82

Cohort: SHORT | K=1m | H=15m | N=21629 | Slope=-0.032565 | 95% CI=[-0.093171, +0.005378]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11195  |      +0.051533 |  48.37% | $   -14.95 | $   -24.95
  0-0.25       | 3345   |      -0.031740 |  48.52% | $    -8.86 | $   -18.86
  0.25-0.5     | 2530   |      -0.102274 |  48.02% | $   -23.51 | $   -33.51
  0.5-1.0      | 2981   |      +0.060575 |  49.14% | $    +4.33 | $    -5.67
   >=1.0       | 1578   |      -0.099669 |  45.94% | $   -20.75 | $   -30.75

Cohort: SHORT | K=1m | H=30m | N=21629 | Slope=-0.038462 | 95% CI=[-0.125047, +0.016465]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11195  |      +0.052491 |  48.04% | $    -9.56 | $   -19.56
  0-0.25       | 3345   |      -0.047722 |  48.25% | $   -12.01 | $   -22.01
  0.25-0.5     | 2530   |      -0.160571 |  47.27% | $   -37.06 | $   -47.06
  0.5-1.0      | 2981   |      -0.001094 |  47.27% | $    -7.35 | $   -17.35
   >=1.0       | 1578   |      -0.075739 |  44.99% | $   -23.68 | $   -33.68

Cohort: SHORT | K=2m | H=2m | N=21629 | Slope=-0.002204 | 95% CI=[-0.016425, +0.010810]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11173  |      +0.008099 |  49.63% | $    -9.71 | $   -19.71
  0-0.25       | 2543   |      +0.009206 |  47.74% | $   -11.21 | $   -21.21
  0.25-0.5     | 2037   |      -0.006396 |  46.44% | $    -8.90 | $   -18.90
  0.5-1.0      | 2960   |      -0.004391 |  46.76% | $    -8.43 | $   -18.43
   >=1.0       | 2916   |      -0.035598 |  44.20% | $   -14.54 | $   -24.54

Cohort: SHORT | K=2m | H=5m | N=21629 | Slope=-0.000356 | 95% CI=[-0.023349, +0.023679]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11173  |      +0.000931 |  48.60% | $   -11.89 | $   -21.89
  0-0.25       | 2543   |      +0.018321 |  48.13% | $   -12.73 | $   -22.73
  0.25-0.5     | 2037   |      -0.015598 |  47.67% | $    -9.28 | $   -19.28
  0.5-1.0      | 2960   |      -0.034898 |  46.93% | $   -11.02 | $   -21.02
   >=1.0       | 2916   |      +0.000610 |  47.02% | $    -7.55 | $   -17.55

Cohort: SHORT | K=2m | H=15m | N=21629 | Slope=+0.007666 | 95% CI=[-0.033866, +0.056904]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11173  |      +0.004585 |  48.39% | $   -16.90 | $   -26.90
  0-0.25       | 2543   |      +0.094518 |  49.12% | $    -7.89 | $   -17.89
  0.25-0.5     | 2037   |      -0.096593 |  47.18% | $   -31.81 | $   -41.81
  0.5-1.0      | 2960   |      -0.008227 |  47.91% | $    -3.50 | $   -13.50
   >=1.0       | 2916   |      +0.015255 |  46.60% | $    -6.64 | $   -16.64

Cohort: SHORT | K=2m | H=30m | N=21629 | Slope=+0.011290 | 95% CI=[-0.047516, +0.075346]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11173  |      -0.002279 |  47.57% | $   -10.66 | $   -20.66
  0-0.25       | 2543   |      +0.096192 |  50.18% | $   -16.80 | $   -26.80
  0.25-0.5     | 2037   |      -0.179860 |  47.52% | $   -60.09 | $   -70.09
  0.5-1.0      | 2960   |      -0.074723 |  46.93% | $   -16.89 | $   -26.89
   >=1.0       | 2916   |      +0.047531 |  46.64% | $    +3.88 | $    -6.12

Cohort: SHORT | K=3m | H=2m | N=21629 | Slope=-0.004945 | 95% CI=[-0.017475, +0.005831]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11143  |      +0.002077 |  48.26% | $   -10.52 | $   -20.52
  0-0.25       | 2152   |      +0.001514 |  48.51% | $    -9.18 | $   -19.18
  0.25-0.5     | 1771   |      -0.061833 |  47.20% | $   -17.24 | $   -27.24
  0.5-1.0      | 2805   |      -0.001406 |  48.02% | $   -13.20 | $   -23.20
   >=1.0       | 3758   |      -0.021532 |  45.34% | $   -10.41 | $   -20.41

Cohort: SHORT | K=3m | H=5m | N=21629 | Slope=-0.003795 | 95% CI=[-0.023406, +0.014871]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11143  |      +0.005337 |  48.48% | $   -10.42 | $   -20.42
  0-0.25       | 2152   |      +0.006004 |  47.35% | $    -9.26 | $   -19.26
  0.25-0.5     | 1771   |      -0.038650 |  47.88% | $   -10.59 | $   -20.59
  0.5-1.0      | 2805   |      +0.017619 |  48.81% | $    -6.05 | $   -16.05
   >=1.0       | 3758   |      -0.023054 |  46.09% | $   -13.23 | $   -23.23

Cohort: SHORT | K=3m | H=15m | N=21629 | Slope=-0.001987 | 95% CI=[-0.039640, +0.040436]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11143  |      +0.003467 |  48.12% | $   -15.28 | $   -25.28
  0-0.25       | 2152   |      +0.060711 |  49.16% | $    +1.85 | $    -8.15
  0.25-0.5     | 1771   |      -0.068544 |  47.94% | $   -20.43 | $   -30.43
  0.5-1.0      | 2805   |      +0.044354 |  48.81% | $    -0.40 | $   -10.40
   >=1.0       | 3758   |      -0.029298 |  46.99% | $   -23.42 | $   -33.42

Cohort: SHORT | K=3m | H=30m | N=21629 | Slope=+0.021546 | 95% CI=[-0.032750, +0.094718]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11143  |      +0.008790 |  47.73% | $   -12.87 | $   -22.87
  0-0.25       | 2152   |      -0.031388 |  47.58% | $    -2.07 | $   -12.07
  0.25-0.5     | 1771   |      -0.135518 |  48.00% | $   -35.86 | $   -45.86
  0.5-1.0      | 2805   |      +0.010229 |  48.91% | $   -11.53 | $   -21.53
   >=1.0       | 3758   |      +0.039171 |  47.29% | $   -16.75 | $   -26.75

Cohort: SHORT | K=5m | H=2m | N=21629 | Slope=-0.007842 | 95% CI=[-0.020643, +0.003581]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11204  |      +0.008080 |  49.04% | $    -9.40 | $   -19.40
  0-0.25       | 1641   |      +0.025273 |  49.54% | $    -7.63 | $   -17.63
  0.25-0.5     | 1413   |      +0.005155 |  47.20% | $   -13.14 | $   -23.14
  0.5-1.0      | 2490   |      +0.017569 |  47.51% | $    -6.37 | $   -16.37
   >=1.0       | 4881   |      -0.029744 |  46.34% | $   -13.07 | $   -23.07

Cohort: SHORT | K=5m | H=5m | N=21629 | Slope=+0.008333 | 95% CI=[-0.009035, +0.028994]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11204  |      -0.009279 |  48.66% | $   -13.63 | $   -23.63
  0-0.25       | 1641   |      +0.036246 |  48.93% | $    -5.86 | $   -15.86
  0.25-0.5     | 1413   |      +0.062135 |  48.48% | $    -1.49 | $   -11.49
  0.5-1.0      | 2490   |      +0.010349 |  47.83% | $    -4.70 | $   -14.70
   >=1.0       | 4881   |      +0.001067 |  47.51% | $   -11.09 | $   -21.09

Cohort: SHORT | K=5m | H=15m | N=21629 | Slope=+0.009828 | 95% CI=[-0.020858, +0.044922]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11204  |      +0.005719 |  47.43% | $   -16.48 | $   -26.48
  0-0.25       | 1641   |      +0.066366 |  48.20% | $    +4.27 | $    -5.73
  0.25-0.5     | 1413   |      +0.094726 |  48.97% | $    -2.34 | $   -12.34
  0.5-1.0      | 2490   |      -0.069535 |  49.00% | $   -17.31 | $   -27.31
   >=1.0       | 4881   |      +0.024332 |  47.76% | $    -4.46 | $   -14.46

Cohort: SHORT | K=5m | H=30m | N=21629 | Slope=+0.024081 | 95% CI=[-0.022940, +0.078423]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11204  |      +0.012391 |  47.55% | $   -15.15 | $   -25.15
  0-0.25       | 1641   |      -0.040614 |  46.86% | $   -13.16 | $   -23.16
  0.25-0.5     | 1413   |      +0.032514 |  47.84% | $    -1.71 | $   -11.71
  0.5-1.0      | 2490   |      -0.145752 |  48.03% | $   -33.00 | $   -43.00
   >=1.0       | 4881   |      +0.055726 |  47.78% | $    -4.95 | $   -14.95

Cohort: SHORT | K=10m | H=2m | N=21629 | Slope=+0.007835 | 95% CI=[-0.002853, +0.019978]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11122  |      -0.001057 |  48.27% | $   -12.52 | $   -22.52
  0-0.25       | 1234   |      +0.014827 |  48.22% | $   -11.46 | $   -21.46
  0.25-0.5     | 1056   |      +0.000681 |  46.31% | $    -6.18 | $   -16.18
  0.5-1.0      | 1930   |      +0.031252 |  50.21% | $    -7.86 | $   -17.86
   >=1.0       | 6287   |      +0.009514 |  48.29% | $    -9.56 | $   -19.56

Cohort: SHORT | K=10m | H=5m | N=21629 | Slope=+0.007266 | 95% CI=[-0.010011, +0.027108]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11122  |      +0.004218 |  48.72% | $   -14.69 | $   -24.69
  0-0.25       | 1234   |      +0.003497 |  48.46% | $   -16.25 | $   -26.25
  0.25-0.5     | 1056   |      +0.025654 |  45.93% | $    +2.27 | $    -7.73
  0.5-1.0      | 1930   |      +0.080717 |  50.16% | $    -1.31 | $   -11.31
   >=1.0       | 6287   |      -0.002484 |  46.89% | $   -10.84 | $   -20.84

Cohort: SHORT | K=10m | H=15m | N=21629 | Slope=+0.003453 | 95% CI=[-0.021357, +0.025948]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11122  |      -0.004038 |  47.96% | $   -14.71 | $   -24.71
  0-0.25       | 1234   |      -0.066642 |  46.52% | $   -21.20 | $   -31.20
  0.25-0.5     | 1056   |      -0.115903 |  47.54% | $   -15.75 | $   -25.75
  0.5-1.0      | 1930   |      +0.147395 |  48.55% | $    +1.36 | $    -8.64
   >=1.0       | 6287   |      +0.023575 |  47.72% | $    -6.94 | $   -16.94

Cohort: SHORT | K=10m | H=30m | N=21629 | Slope=+0.024887 | 95% CI=[-0.009809, +0.064553]
  Bucket       | N      | Mean Ret (ATR) | % Pos   | Net 1x ($)  | Net 2x ($) 
  ------------ | ------ | -------------- | ------- | ----------- | -----------
   <0 ATR      | 11122  |      +0.004144 |  47.58% | $   -10.27 | $   -20.27
  0-0.25       | 1234   |      -0.186635 |  44.89% | $   -15.13 | $   -25.13
  0.25-0.5     | 1056   |      -0.202589 |  48.01% | $   -14.85 | $   -24.85
  0.5-1.0      | 1930   |      +0.109018 |  48.76% | $   -14.22 | $   -24.22
   >=1.0       | 6287   |      +0.075535 |  47.59% | $    -0.94 | $   -10.94
