outcome,anchor,variable,variant,block,n_used,delta,lo,hi,primary,meaningful
A_raw,0.25,fav_share,plain,pooled,3128,0.010506988574559784,-0.025226423402044465,0.04482678850454196,False,False
A_raw,0.25,tod_min,plain,discovery,2355,-0.006577950881748396,-0.038955756673021605,0.02746747692962133,False,False
A_raw,0.25,tod_min,plain,replication,751,-0.007482375636533811,-0.073702957302357,0.05564333254868551,False,False
A_raw,0.25,tod_min,plain,pooled,3106,-0.0068142012697949275,-0.03523254989348864,0.021948673188619306,False,False
A_raw,0.5,time_to_anchor_s,tod_stratified,discovery,1932,0.01527242836558119,-0.03201553073834227,0.06181433220464797,True,False
A_raw,0.5,time_to_anchor_s,plain,discovery,1932,0.013385354141656647,-0.03438202696132972,0.06159197484441205,True,False
A_raw,0.5,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1896,0.016659173967870856,-0.030411464816083394,0.06380884776642945,True,False
A_raw,0.5,time_to_anchor_s,tod_stratified,replication,645,0.00439622421033017,-0.07638338074172193,0.07232809721171778,True,False
A_raw,0.5,time_to_anchor_s,plain,replication,645,0.004701742240683038,-0.07805851587839227,0.07376328247328608,True,False
A_raw,0.5,time_to_anchor_s,tod_stratified_excl_last_hour,replication,638,0.006308585065291808,-0.07745663933061656,0.07561299298445233,True,False
A_raw,0.5,time_to_anchor_s,tod_stratified,pooled,2577,0.011840409395596132,-0.030026443414816542,0.05132201184963038,True,False
A_raw,0.5,time_to_anchor_s,plain,pooled,2577,0.01119045152149667,-0.02998939348647908,0.05055657362513116,True,False
A_raw,0.5,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,2534,0.013232082434018373,-0.028224590479491548,0.05149451275453256,True,False
A_raw,0.5,pullback_from_mfe,plain,discovery,1934,-0.07549120992761121,-0.12003438475281784,-0.030519828859430522,True,True
A_raw,0.5,pullback_from_mfe,plain,replication,625,-0.03220363396917503,-0.11222242416017152,0.045838327240966585,True,False
A_raw,0.5,pullback_from_mfe,plain,pooled,2559,-0.06459504673548166,-0.10614826698362634,-0.023012598642687624,True,True
A_raw,0.5,mae_before,plain,discovery,1934,0.013443640124095158,-0.026392476146799532,0.05669435696256761,True,False
A_raw,0.5,mae_before,plain,replication,649,0.003279779446715481,-0.0813203606045429,0.07839188796301994,True,False
A_raw,0.5,mae_before,plain,pooled,2583,0.01116819017400722,-0.026526907812881275,0.04628522515836025,True,False
A_raw,0.5,ret30,plain,discovery,1934,0.04653567735263703,-0.00017262413343710427,0.09119711766930598,True,False
A_raw,0.5,ret30,plain,replication,618,0.006225305763123967,-0.07271986379289701,0.09136269466780082,True,False
A_raw,0.5,ret30,plain,pooled,2552,0.03683039004687638,-0.003457907583955187,0.07716539157071604,True,False
A_raw,0.5,ret15,plain,discovery,1934,0.06101344364012413,0.014144474407431567,0.105780993849448,False,True
A_raw,0.5,ret15,plain,replication,636,0.0061708860759494,-0.0693522311745421,0.09021965800232055,False,False
A_raw,0.5,ret15,plain,pooled,2570,0.047466087216671726,0.0066166948666629595,0.08990798626201583,False,False
A_raw,0.5,ret60,plain,discovery,1934,0.07445708376421928,0.028749024171627034,0.11371212627803085,False,True
A_raw,0.5,ret60,plain,replication,618,0.019178972300533448,-0.06219325714830384,0.10364178901711381,False,False
A_raw,0.5,ret60,plain,pooled,2552,0.06103265623003818,0.019533893435011458,0.09753256662074433,False,True
A_raw,0.5,path_eff,plain,discovery,1936,0.010314581392345756,-0.03658594399205619,0.05550156267910158,False,False
A_raw,0.5,path_eff,plain,replication,639,0.019011667810569677,-0.056287672139497744,0.1038895485799513,False,False
A_raw,0.5,path_eff,plain,pooled,2575,0.0126295137510512,-0.026407821810769217,0.05520758029609153,False,False
A_raw,0.5,n_cross,plain,discovery,1924,0.011567411280444249,-0.03925892228568627,0.058197407959476005,False,False
A_raw,0.5,n_cross,plain,replication,621,0.050114202657807305,-0.010651005177910568,0.10734315412779971,False,False
A_raw,0.5,n_cross,plain,pooled,2545,0.020978415593506217,-0.01873018802940522,0.05598837674470253,False,False
A_raw,0.5,rv60,plain,discovery,1934,0.04136504653567735,-0.005807912585998612,0.09040433524846402,False,False
A_raw,0.5,rv60,plain,replication,618,0.022397753938987575,-0.05384471413357252,0.09674552153980169,False,False
A_raw,0.5,rv60,plain,pooled,2552,0.036717724584513334,-0.007900692348887113,0.07394033040769787,False,False
A_raw,0.5,accel,plain,discovery,1934,0.06101344364012413,0.014875405769210474,0.10771796898712238,False,True
A_raw,0.5,accel,plain,replication,639,0.0141950273320402,-0.06511533138393384,0.10264474352312435,False,False
A_raw,0.5,accel,plain,pooled,2573,0.04935833917393728,0.00947076400235013,0.09077530005623763,False,False
A_raw,0.5,fav_share,plain,discovery,1937,-0.008799667373852627,-0.05198648270654299,0.034641442619850527,False,False
A_raw,0.5,fav_share,plain,replication,651,-0.010307915950839186,-0.08284065934065932,0.0713397023368275,False,False
A_raw,0.5,fav_share,plain,pooled,2588,-0.009240148301035811,-0.04420458675744195,0.029794746305012106,False,False
A_raw,0.5,tod_min,plain,discovery,1931,-0.018116517269048726,-0.05379547128814056,0.020680395126478457,False,False
A_raw,0.5,tod_min,plain,replication,627,0.00948142414860681,-0.06533318168299337,0.08280731713829242,False,False
A_raw,0.5,tod_min,plain,pooled,2558,-0.011027559729048952,-0.043482617096650536,0.021345961267555478,False,False
A_raw,0.75,time_to_anchor_s,tod_stratified,discovery,1648,-0.014326921904318269,-0.06510990067218761,0.03502557449619409,True,False
A_raw,0.75,time_to_anchor_s,plain,discovery,1648,-0.013975651610337423,-0.06665670498754275,0.03494515217483832,True,False
A_raw,0.75,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1618,-0.01939824827942889,-0.07202123974373453,0.030689998455092203,True,False
A_raw,0.75,time_to_anchor_s,tod_stratified,replication,557,-0.011205375324522522,-0.10292556393536938,0.0702560622476352,True,False
A_raw,0.75,time_to_anchor_s,plain,replication,557,-0.004517761255679487,-0.09457361601413951,0.0699171971056069,True,False
A_raw,0.75,time_to_anchor_s,tod_stratified_excl_last_hour,replication,552,-0.011534062551441673,-0.1026280128541482,0.06897250483708575,True,False
A_raw,0.75,time_to_anchor_s,tod_stratified,pooled,2205,-0.012196296767990753,-0.0551778013603225,0.029169354274388878,True,False
A_raw,0.75,time_to_anchor_s,plain,pooled,2205,-0.011414999185524466,-0.05385442443212357,0.029698289827317873,True,False
A_raw,0.75,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,2170,-0.01617780861399638,-0.05748153688679644,0.023698637028226534,True,False
A_raw,0.75,pullback_from_mfe,plain,discovery,1632,-0.040441176470588314,-0.0855992421360132,0.006577152807334438,True,False
A_raw,0.75,pullback_from_mfe,plain,replication,530,-0.031726470251060346,-0.10660486354780985,0.03877799445136906,True,False
A_raw,0.75,pullback_from_mfe,plain,pooled,2162,-0.03810224976885934,-0.07923497424271664,0.0007439394218936895,True,False
A_raw,0.75,mae_before,plain,discovery,1632,0.013480392156862808,-0.03178587767314954,0.0632926385808871,True,False
A_raw,0.75,mae_before,plain,replication,551,0.024378988449976213,-0.05834148726160769,0.09152935567633502,True,False
A_raw,0.75,mae_before,plain,pooled,2183,0.01620980495519242,-0.02583553638153974,0.05841084440728651,True,False
A_raw,0.75,ret30,plain,discovery,1632,0.030637254901960783,-0.020854160473730857,0.08201160701921623,True,False
A_raw,0.75,ret30,plain,replication,550,0.016484607745779534,-0.06084262149053085,0.09588591879820868,True,False
A_raw,0.75,ret30,plain,pooled,2182,0.027221069736451886,-0.0177793943499837,0.07115346591555743,True,False
A_raw,0.75,ret15,plain,discovery,1632,0.04656862745098034,0.0010635600608349532,0.0972102491799336,False,False
A_raw,0.75,ret15,plain,replication,556,-0.03700828157349889,-0.13501555474761015,0.06208260089575026,False,False
A_raw,0.75,ret15,plain,pooled,2188,0.025293441351835533,-0.01754262176840115,0.06954997693009816,False,False
A_raw,0.75,ret60,plain,discovery,1632,0.024509803921568655,-0.026603163091433714,0.07852958515684604,False,False
A_raw,0.75,ret60,plain,replication,523,0.005086245024325531,-0.07809573618234593,0.09062035956898763,False,False
A_raw,0.75,ret60,plain,pooled,2155,0.019985281622537432,-0.02217727689151668,0.06047331591094824,False,False
A_raw,0.75,path_eff,plain,discovery,1631,0.015432154456874847,-0.03804275802213045,0.06508693667574068,False,False
A_raw,0.75,path_eff,plain,replication,548,-0.02164179104477615,-0.09239579621468613,0.060826910585760334,False,False
A_raw,0.75,path_eff,plain,pooled,2179,0.006075142716568616,-0.036659875372175674,0.046523218274247824,False,False
A_raw,0.75,n_cross,plain,discovery,1638,0.008193027733398917,-0.04950908001473855,0.06158413720672229,False,False
A_raw,0.75,n_cross,plain,replication,563,0.07516032166123776,0.007652398461385978,0.1408024569966584,False,True
A_raw,0.75,n_cross,plain,pooled,2201,0.02546263318354991,-0.020064557902625544,0.06611174393757684,False,False
A_raw,0.75,rv60,plain,discovery,1632,0.002450980392156854,-0.044029209601319265,0.04857016018824861,False,False
A_raw,0.75,rv60,plain,replication,525,0.06581632653061231,-0.022120284238136622,0.15583281993325118,False,False
A_raw,0.75,rv60,plain,pooled,2157,0.01801942802892187,-0.023622554331448047,0.060957243838787666,False,False
A_raw,0.75,accel,plain,discovery,1632,0.029411764705882363,-0.019312152739755402,0.08301094781712602,False,False
A_raw,0.75,accel,plain,replication,553,-0.05501558774986248,-0.14620697373518687,0.04219166688731697,False,False
A_raw,0.75,accel,plain,pooled,2185,0.007918246824741182,-0.03760437986165303,0.05211902814123351,False,False
A_raw,0.75,fav_share,plain,discovery,1625,-0.006045650645919665,-0.055194379741472496,0.03919005350798046,False,False
A_raw,0.75,fav_share,plain,replication,538,-0.016270060874377434,-0.08858846385929896,0.06548526458362519,False,False
A_raw,0.75,fav_share,plain,pooled,2163,-0.008694336241420242,-0.050957426149001596,0.033285242675205245,False,False
A_raw,0.75,tod_min,plain,discovery,1631,-0.018893600384939258,-0.0614271646359414,0.0207682989710007,False,False
A_raw,0.75,tod_min,plain,replication,524,0.02699706838965621,-0.046169412178611466,0.09794331636336713,False,False
A_raw,0.75,tod_min,plain,pooled,2155,-0.007332141171282003,-0.04310432147460851,0.027833465966393862,False,False
A_raw,1.0,time_to_anchor_s,tod_stratified,discovery,1430,0.022178218924869153,-0.028030430950993446,0.07665956150119553,True,False
A_raw,1.0,time_to_anchor_s,plain,discovery,1430,0.02190894845264013,-0.028558402673791335,0.07463537614573573,True,False
A_raw,1.0,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1400,0.01542040907927708,-0.03428649193965008,0.06733196310945994,True,False
A_raw,1.0,time_to_anchor_s,tod_stratified,replication,474,0.0221321034706908,-0.06217046159519826,0.10204360428281085,True,False
A_raw,1.0,time_to_anchor_s,plain,replication,474,0.028179564465212522,-0.051248044033746165,0.10405404981491938,True,False
A_raw,1.0,time_to_anchor_s,tod_stratified_excl_last_hour,replication,470,0.025132597286374462,-0.05925714594501283,0.10693345553958028,True,False
