outcome,anchor,variable,variant,block,n_used,delta,lo,hi,primary,meaningful
A_res_N2,0.5,mae_before,plain,pooled,2583,0.012394242304337362,-0.02577950339768261,0.046025623677978786,True,False
A_res_N2,0.5,ret30,plain,discovery,1934,0.0074009951345211655,-0.04053284931726901,0.05256152731014378,True,False
A_res_N2,0.5,ret30,plain,replication,618,-0.0349307185826425,-0.113278264563474,0.04809053286563094,True,False
A_res_N2,0.5,ret30,plain,pooled,2552,-0.002797660549836101,-0.04547779263426683,0.037749997707229824,True,False
A_res_N2,0.5,ret15,plain,discovery,1934,0.024140912404428096,-0.02297232730027501,0.07089971267079771,False,False
A_res_N2,0.5,ret15,plain,replication,636,-0.027287504944620254,-0.10254945352322578,0.05546452617004383,False,False
A_res_N2,0.5,ret15,plain,pooled,2570,0.011440276588518735,-0.02806041768276836,0.05374635044135584,False,False
A_res_N2,0.5,ret60,plain,discovery,1934,0.031363637326868636,-0.014870951304539609,0.0715951630881506,False,False
A_res_N2,0.5,ret60,plain,replication,618,-0.02795885429221208,-0.11419128200354259,0.05768902338531025,False,False
A_res_N2,0.5,ret60,plain,pooled,2552,0.016974704619144902,-0.027039606077673483,0.05384761152376325,False,False
A_res_N2,0.5,path_eff,plain,discovery,1936,-5.5532079858843994e-05,-0.046584342274592676,0.04652037734334641,False,False
A_res_N2,0.5,path_eff,plain,replication,639,-0.0015496310912834592,-0.07664543602217795,0.07584059071644622,False,False
A_res_N2,0.5,path_eff,plain,pooled,2575,-0.000252787503926653,-0.0389202464804181,0.043181077587557314,False,False
A_res_N2,0.5,n_cross,plain,discovery,1924,0.007421599408319879,-0.041265469337920226,0.05583811016727153,False,False
A_res_N2,0.5,n_cross,plain,replication,621,0.05979401344476744,-0.0003465375562386722,0.11508378271821082,False,False
A_res_N2,0.5,n_cross,plain,pooled,2545,0.02020518782316938,-0.01946640163798806,0.056080519067633214,False,False
A_res_N2,0.5,rv60,plain,discovery,1934,0.023866222642277113,-0.025092738488456962,0.07292526866045732,False,False
A_res_N2,0.5,rv60,plain,replication,618,0.012467131453234997,-0.06097133741382926,0.08320755612332875,False,False
A_res_N2,0.5,rv60,plain,pooled,2552,0.02107351183950383,-0.021054586686298157,0.05921218439046929,False,False
A_res_N2,0.5,accel,plain,discovery,1934,0.03079809958126367,-0.015192142925523972,0.07728470378011147,False,False
A_res_N2,0.5,accel,plain,replication,639,-0.01423497839887145,-0.09505112443534633,0.07084351556032698,False,False
A_res_N2,0.5,accel,plain,pooled,2573,0.019585213886446774,-0.02077031926103931,0.06135232871249664,False,False
A_res_N2,0.5,fav_share,plain,discovery,1937,-0.015664412733611233,-0.058939640754735366,0.02688476993531714,False,False
A_res_N2,0.5,fav_share,plain,replication,651,-0.028916677679397384,-0.10302613632161522,0.048821070762204266,False,False
A_res_N2,0.5,fav_share,plain,pooled,2588,-0.019071056632935825,-0.054551663050240895,0.019212966193278395,False,False
A_res_N2,0.5,tod_min,plain,discovery,1931,-0.019080333297205862,-0.05466809273784154,0.016520836147632816,False,False
A_res_N2,0.5,tod_min,plain,replication,627,-0.0005079334365325136,-0.07626456365375901,0.07686828017251351,False,False
A_res_N2,0.5,tod_min,plain,pooled,2558,-0.014179647427031681,-0.04679002710659993,0.01745270235350571,False,False
A_res_N2,0.75,time_to_anchor_s,tod_stratified,discovery,1648,-0.014691505700859253,-0.06598709571063613,0.03320161527220907,True,False
A_res_N2,0.75,time_to_anchor_s,plain,discovery,1648,-0.014273851886650073,-0.06473567266299897,0.03401089429345309,True,False
A_res_N2,0.75,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1618,-0.021184887394705747,-0.07372566370137341,0.027749529092842163,True,False
A_res_N2,0.75,time_to_anchor_s,tod_stratified,replication,557,-0.007405384422587051,-0.10119807773465252,0.07341281985587779,True,False
A_res_N2,0.75,time_to_anchor_s,plain,replication,557,-0.0009926973616274266,-0.09420713776089057,0.07615115002233072,True,False
A_res_N2,0.75,time_to_anchor_s,tod_stratified_excl_last_hour,replication,552,-0.007265323016874988,-0.10069299693671994,0.07424583123526025,True,False
A_res_N2,0.75,time_to_anchor_s,tod_stratified,pooled,2205,-0.011631247292574323,-0.05484584170861723,0.028782087049339367,True,False
A_res_N2,0.75,time_to_anchor_s,plain,pooled,2205,-0.01083647599213956,-0.05373419202541807,0.028414971005471544,True,False
A_res_N2,0.75,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,2170,-0.016542216749419116,-0.05979737676577014,0.023960119381224835,True,False
A_res_N2,0.75,pullback_from_mfe,plain,discovery,1632,0.0016543509765017126,-0.04291330600837701,0.04795890576578919,True,False
A_res_N2,0.75,pullback_from_mfe,plain,replication,530,-0.005025775965837441,-0.08277515065067464,0.06835977991413861,True,False
A_res_N2,0.75,pullback_from_mfe,plain,pooled,2162,0.0002015609874284497,-0.04044881585745529,0.0394303826805816,True,False
A_res_N2,0.75,mae_before,plain,discovery,1632,0.013890104652972303,-0.032815966800146305,0.06428579783464601,True,False
A_res_N2,0.75,mae_before,plain,replication,551,0.027815112269922473,-0.05092294977439263,0.09015653354820713,True,False
A_res_N2,0.75,mae_before,plain,pooled,2183,0.017375351065677565,-0.02495897555017901,0.060372335854115326,True,False
A_res_N2,0.75,ret30,plain,discovery,1632,-0.010126402991752256,-0.06276274962116983,0.040806477816833386,True,False
A_res_N2,0.75,ret30,plain,replication,550,-0.009292245945051306,-0.08745164255824876,0.0699467283322522,True,False
A_res_N2,0.75,ret30,plain,pooled,2182,-0.009745855332288195,-0.054414904203874695,0.033866738034276055,True,False
A_res_N2,0.75,ret15,plain,discovery,1632,0.011579241071428572,-0.03452063209282283,0.0638486142519755,False,False
A_res_N2,0.75,ret15,plain,replication,556,-0.059921713250517594,-0.1624135692764254,0.04295593810097908,False,False
A_res_N2,0.75,ret15,plain,pooled,2188,-0.006630183081483264,-0.051501148388769,0.03775750301643083,False,False
A_res_N2,0.75,ret60,plain,discovery,1632,-0.02695774490351696,-0.0771357833681014,0.024227864005775444,False,False
A_res_N2,0.75,ret60,plain,replication,523,-0.035137245687748786,-0.11449909006417265,0.04638631861981178,False,False
A_res_N2,0.75,ret60,plain,pooled,2155,-0.028627268913923427,-0.07107788850628251,0.01286845738231221,False,False
A_res_N2,0.75,path_eff,plain,discovery,1631,0.002398481759779576,-0.05114400146017935,0.05334152374057279,False,False
A_res_N2,0.75,path_eff,plain,replication,548,-0.034989672174840086,-0.10477112069035274,0.04643384256290479,False,False
A_res_N2,0.75,path_eff,plain,pooled,2179,-0.007025832201063337,-0.04828752528667816,0.034383572025356066,False,False
A_res_N2,0.75,n_cross,plain,discovery,1638,0.012090337775991784,-0.04745566583804226,0.0659087972909122,False,False
A_res_N2,0.75,n_cross,plain,replication,563,0.07825880019594869,0.01126184789522676,0.14174185323510427,False,True
A_res_N2,0.75,n_cross,plain,pooled,2201,0.02914384957548045,-0.01655436603041751,0.07147896234927086,False,False
A_res_N2,0.75,rv60,plain,discovery,1632,-0.023904657349050736,-0.07112721846300399,0.020765404708124307,False,False
A_res_N2,0.75,rv60,plain,replication,525,0.060411352040816324,-0.029411036266479416,0.1516438692072913,False,False
A_res_N2,0.75,rv60,plain,pooled,2157,-0.0033010847946096816,-0.04692661146515615,0.03835695678048138,False,False
A_res_N2,0.75,accel,plain,discovery,1632,0.0026944371498599435,-0.04675275832374577,0.05502704739877801,False,False
A_res_N2,0.75,accel,plain,replication,553,-0.07383980148542087,-0.16696022876384597,0.025874173932549024,False,False
A_res_N2,0.75,accel,plain,pooled,2185,-0.01683153076509217,-0.0627627114844022,0.027928017570037638,False,False
A_res_N2,0.75,fav_share,plain,discovery,1625,-0.01304262804601651,-0.0624463405237351,0.03328416498354915,False,False
A_res_N2,0.75,fav_share,plain,replication,538,-0.024649799391256225,-0.09173702866159822,0.057517753882511374,False,False
A_res_N2,0.75,fav_share,plain,pooled,2163,-0.016021391924829882,-0.06062369019064401,0.026771153608165378,False,False
A_res_N2,0.75,tod_min,plain,discovery,1631,-0.018754386446978244,-0.06065654392234689,0.022140760803312558,False,False
A_res_N2,0.75,tod_min,plain,replication,524,0.03441953021308869,-0.041734405627627716,0.10767229092879241,False,False
A_res_N2,0.75,tod_min,plain,pooled,2155,-0.005406535213682114,-0.04239535254111539,0.030179478904230908,False,False
A_res_N2,1.0,time_to_anchor_s,tod_stratified,discovery,1430,0.02192132572793155,-0.027406805300534208,0.07447311414372426,True,False
A_res_N2,1.0,time_to_anchor_s,plain,discovery,1430,0.02154896903230843,-0.02839653563223303,0.0724886859545768,True,False
A_res_N2,1.0,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1400,0.014202213066334329,-0.035476218799567506,0.06552686604251144,True,False
A_res_N2,1.0,time_to_anchor_s,tod_stratified,replication,474,0.012557653671339339,-0.06868704742924515,0.09722840329383754,True,False
A_res_N2,1.0,time_to_anchor_s,plain,replication,474,0.017690256648058643,-0.0602471768221273,0.09219190958096572,True,False
A_res_N2,1.0,time_to_anchor_s,tod_stratified_excl_last_hour,replication,470,0.014738598050414735,-0.06616061383489631,0.09597858348425775,True,False
A_res_N2,1.0,time_to_anchor_s,tod_stratified,pooled,1904,0.020203462526321773,-0.021990206374823663,0.06055890483663064,True,False
A_res_N2,1.0,time_to_anchor_s,plain,pooled,1904,0.020585729041331487,-0.020471875327975113,0.06227238054573265,True,False
A_res_N2,1.0,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,1870,0.014914395048310616,-0.026982578375828598,0.05428572240790619,True,False
A_res_N2,1.0,pullback_from_mfe,plain,discovery,1420,0.0013951766152470405,-0.04675152488759808,0.04823065735122796,True,False
A_res_N2,1.0,pullback_from_mfe,plain,replication,521,-0.008781261974238806,-0.09160294896856931,0.07567275541548388,True,False
A_res_N2,1.0,pullback_from_mfe,plain,pooled,1941,-0.0014725764716275553,-0.04148832399097659,0.03952726360656106,True,False
A_res_N2,1.0,mae_before,plain,discovery,1420,0.02492524591996423,-0.024090527182132542,0.07568169927403151,True,False
A_res_N2,1.0,mae_before,plain,replication,490,-0.0017239583333333308,-0.08556285009921903,0.07132476276933516,True,False
A_res_N2,1.0,mae_before,plain,pooled,1910,0.017967822659948483,-0.025456059528353895,0.0604814117474065,True,False
A_res_N2,1.0,ret30,plain,discovery,1420,0.0078125,-0.03066087811363216,0.048577230577356,True,False
A_res_N2,1.0,ret30,plain,replication,474,-0.04859129298523676,-0.13752188491189732,0.035015618207522005,True,False
A_res_N2,1.0,ret30,plain,pooled,1894,-0.006121769814729061,-0.04782420277245182,0.032235386700695506,True,False
A_res_N2,1.0,ret15,plain,discovery,1420,0.024361795774647886,-0.016211061772149923,0.07048924286129725,False,False
A_res_N2,1.0,ret15,plain,replication,475,-0.04915957866463372,-0.14298078387003535,0.04478323731375383,False,False
A_res_N2,1.0,ret15,plain,pooled,1895,0.00583334298042406,-0.03451685667718225,0.04641099609048714,False,False
A_res_N2,1.0,ret60,plain,discovery,1420,-0.03218128213726805,-0.08033549700123646,0.014788746011348823,False,False
A_res_N2,1.0,ret60,plain,replication,463,-0.008244534371382697,-0.08377859376497335,0.06749289439376431,False,False
A_res_N2,1.0,ret60,plain,pooled,1883,-0.026436642784044666,-0.06412172950671649,0.015186677063190946,False,False
A_res_N2,1.0,path_eff,plain,discovery,1420,-0.03631161971830986,-0.09095875543532689,0.015387247560523712,False,False
A_res_N2,1.0,path_eff,plain,replication,464,0.007857452097648175,-0.06588256431174427,0.08538220742507764,False,False
A_res_N2,1.0,path_eff,plain,pooled,1884,-0.025353768215715278,-0.0677120191071049,0.015742192777437238,False,False
A_res_N2,1.0,n_cross,plain,discovery,1359,0.008717672883053541,-0.051029844186386106,0.06860471733577259,False,False
A_res_N2,1.0,n_cross,plain,replication,474,0.025843881856540084,-0.05082953674722927,0.09987812756963717,False,False
A_res_N2,1.0,n_cross,plain,pooled,1833,0.01282093097966666,-0.034200880197484816,0.05870588721847153,False,False
A_res_N2,1.0,rv60,plain,discovery,1420,0.020761373798345632,-0.024999807072062237,0.06904181838674958,False,False
A_res_N2,1.0,rv60,plain,replication,464,-0.043573264482784264,-0.12040404938182328,0.02785361580994638,False,False
A_res_N2,1.0,rv60,plain,pooled,1884,0.004981106197482781,-0.03409837134984277,0.043943675650651784,False,False
A_res_N2,1.0,accel,plain,discovery,1420,0.011267605633802816,-0.03358819748606003,0.057766177485090116,False,False
A_res_N2,1.0,accel,plain,replication,487,-0.06599533638756706,-0.15423654628697087,0.028859763443523662,False,False
A_res_N2,1.0,accel,plain,pooled,1907,-0.008146824868674667,-0.04606470486122775,0.03179198631375799,False,False
A_res_N2,1.0,fav_share,plain,discovery,1417,-0.00908150952706653,-0.05896155313881167,0.04069145754531212,False,False
A_res_N2,1.0,fav_share,plain,replication,495,0.0029292401511681193,-0.06847917835839498,0.08874362066417354,False,False
A_res_N2,1.0,fav_share,plain,pooled,1912,-0.005674864021377681,-0.04755918130535749,0.036819475914266424,False,False
A_res_N2,1.0,tod_min,plain,discovery,1421,-0.0033934041098207814,-0.048337679926572376,0.043116131901291384,False,False
A_res_N2,1.0,tod_min,plain,replication,453,0.03448260095591105,-0.050581636583426924,0.12683608392672668,False,False
A_res_N2,1.0,tod_min,plain,pooled,1874,0.006094925779120969,-0.0342922072012055,0.04521054301179855,False,False
A_res_N2,1.25,time_to_anchor_s,tod_stratified,discovery,1247,0.04275431459625935,-0.011680353984571132,0.09104008025708524,True,False
A_res_N2,1.25,time_to_anchor_s,plain,discovery,1247,0.04204257647034229,-0.013194735539986917,0.09003970284366307,True,False
A_res_N2,1.25,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1219,0.03881967509907708,-0.015038702776466899,0.08860024644434489,True,False
A_res_N2,1.25,time_to_anchor_s,tod_stratified,replication,410,-0.0028138500525350632,-0.09843850387853574,0.09237029625273258,True,False
A_res_N2,1.25,time_to_anchor_s,plain,replication,410,0.005273846960167714,-0.09071014405398631,0.09335606972372712,True,False
A_res_N2,1.25,time_to_anchor_s,tod_stratified_excl_last_hour,replication,407,-0.0024558956564562,-0.09878180462375896,0.092582062968502,True,False
A_res_N2,1.25,time_to_anchor_s,tod_stratified,pooled,1657,0.0321866923322778,-0.014934191673133266,0.07853431333531208,True,False
A_res_N2,1.25,time_to_anchor_s,plain,pooled,1657,0.03253597512167142,-0.015181648232701763,0.0781619066305555,True,False
A_res_N2,1.25,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,1626,0.029248508726536043,-0.017256555744221174,0.07458446692200718,True,False
A_res_N2,1.25,pullback_from_mfe,plain,discovery,1248,-0.004548150055962557,-0.05542909925392399,0.04597856584804516,True,False
A_res_N2,1.25,pullback_from_mfe,plain,replication,435,0.0001385171589370314,-0.08678686331548251,0.074854427032953,True,False
A_res_N2,1.25,pullback_from_mfe,plain,pooled,1683,-0.0031317173884486183,-0.04473932536678283,0.041504923639924335,True,False
A_res_N2,1.25,mae_before,plain,discovery,1248,0.03129093851750101,-0.018064826955474962,0.08072742654258984,True,False
A_res_N2,1.25,mae_before,plain,replication,427,-0.005633638657305838,-0.09224418349442963,0.07621594630860118,True,False
A_res_N2,1.25,mae_before,plain,pooled,1675,0.02181273868226929,-0.02337636384370249,0.06541634773410519,True,False
A_res_N2,1.25,ret30,plain,discovery,1248,-0.014727134844322346,-0.06183602072555856,0.028521119117768813,True,False
A_res_N2,1.25,ret30,plain,replication,402,0.02591298593159674,-0.06950200848657652,0.11793962061818666,True,False
A_res_N2,1.25,ret30,plain,pooled,1650,-0.0043921425077039855,-0.0439694440219789,0.037178127172603485,True,False
A_res_N2,1.25,ret15,plain,discovery,1248,-0.017111505392755393,-0.06488830334800069,0.031393586031881554,False,False
A_res_N2,1.25,ret15,plain,replication,418,-0.05298132183908046,-0.1487270250622892,0.040981949205170724,False,False
A_res_N2,1.25,ret15,plain,pooled,1666,-0.025166348340997874,-0.06920511670588063,0.019339742772534207,False,False
A_res_N2,1.25,ret60,plain,discovery,1248,-0.019941032636345137,-0.057766973625113426,0.019828105700198752,False,False
A_res_N2,1.25,ret60,plain,replication,426,-0.1021190523657629,-0.16951760649413117,-0.028942587366083586,False,True
A_res_N2,1.25,ret60,plain,pooled,1674,-0.041123965678363225,-0.07516224282724003,-0.006413677048004812,False,False
A_res_N2,1.25,path_eff,plain,discovery,1248,-0.028048448946886444,-0.07604454333254998,0.025979602954405354,False,False
A_res_N2,1.25,path_eff,plain,replication,414,-0.007426677204074465,-0.08868206916994086,0.07748403186069455,False,False
A_res_N2,1.25,path_eff,plain,pooled,1662,-0.02245566960498752,-0.06633758004012033,0.022477636189655398,False,False
A_res_N2,1.25,n_cross,plain,discovery,1333,0.009397405158142044,-0.0439016914536796,0.06120010598897326,False,False
A_res_N2,1.25,n_cross,plain,replication,461,0.010492256324824936,-0.07579993569225299,0.09447518137901421,False,False
A_res_N2,1.25,n_cross,plain,pooled,1794,0.009037867252669715,-0.03430081739393849,0.051615584358215096,False,False
A_res_N2,1.25,rv60,plain,discovery,1248,0.012010089158526657,-0.03019526832866674,0.0573096490926642,False,False
A_res_N2,1.25,rv60,plain,replication,390,-0.03311727335164835,-0.14070682430026127,0.07522977785471885,False,False
A_res_N2,1.25,rv60,plain,pooled,1638,0.001265340597182835,-0.039477270926305555,0.04251459429723731,False,False
A_res_N2,1.25,accel,plain,discovery,1248,-0.006766381766381766,-0.05758012525654286,0.04452813044434088,False,False
A_res_N2,1.25,accel,plain,replication,424,-0.06437103713768116,-0.1511639491416642,0.028066893918178546,False,False
A_res_N2,1.25,accel,plain,pooled,1672,-0.01969247850710997,-0.06734252109196256,0.025633356257003016,False,False
A_res_N2,1.25,fav_share,plain,discovery,1249,-0.023091603206837768,-0.07253604166093361,0.024526466120378034,False,False
A_res_N2,1.25,fav_share,plain,replication,433,-0.010150145702574614,-0.09806689319906099,0.07847458857299415,False,False
A_res_N2,1.25,fav_share,plain,pooled,1682,-0.019615920162567156,-0.0644619600889382,0.02803412661663221,False,False
A_res_N2,1.25,tod_min,plain,discovery,1247,0.0012599696332718392,-0.04388816252217008,0.04602148606320537,False,False
A_res_N2,1.25,tod_min,plain,replication,409,0.04056747869692182,-0.037116932406520906,0.12370391634806825,False,False
A_res_N2,1.25,tod_min,plain,pooled,1656,0.011427832349345468,-0.027733445148396665,0.05095061298049089,False,False
A_res_N2,1.5,time_to_anchor_s,tod_stratified,discovery,1113,0.025039416751849747,-0.014035919969434426,0.06414196442514888,True,False
A_res_N2,1.5,time_to_anchor_s,plain,discovery,1113,0.023471203493215707,-0.01663959470535352,0.06394552495851952,True,False
A_res_N2,1.5,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,1088,0.023691099595217938,-0.015251238202484606,0.06319277248031281,True,False
A_res_N2,1.5,time_to_anchor_s,tod_stratified,replication,364,-0.03042387974274791,-0.11828826441961049,0.07035784139374589,True,False
A_res_N2,1.5,time_to_anchor_s,plain,replication,364,-0.022316511428878447,-0.10940465459393983,0.07131139248164009,True,False
A_res_N2,1.5,time_to_anchor_s,tod_stratified_excl_last_hour,replication,361,-0.028751572432097576,-0.11790256526390909,0.07327451079043203,True,False
A_res_N2,1.5,time_to_anchor_s,tod_stratified,pooled,1477,0.012114644574442043,-0.02739096677486065,0.04684605914956982,True,False
A_res_N2,1.5,time_to_anchor_s,plain,pooled,1477,0.011613493667907416,-0.02636257695518882,0.045529133445733914,True,False
A_res_N2,1.5,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,1449,0.011323508837820682,-0.028963448362685933,0.04653289839915704,True,False
A_res_N2,1.5,pullback_from_mfe,plain,discovery,1110,0.02930743243243243,-0.01609097564786894,0.07554164908626282,True,False
A_res_N2,1.5,pullback_from_mfe,plain,replication,382,0.019904132326007323,-0.058795440004873925,0.10648279595334516,True,False
A_res_N2,1.5,pullback_from_mfe,plain,pooled,1492,0.027271634805674048,-0.013090107929020257,0.06890450335516671,True,False
A_res_N2,1.5,mae_before,plain,discovery,1110,-0.007826576576576576,-0.04900191292321636,0.036300320448665206,True,False
A_res_N2,1.5,mae_before,plain,replication,383,-0.04064840221803008,-0.1215666251378784,0.04843211326313309,True,False
A_res_N2,1.5,mae_before,plain,pooled,1493,-0.01603313917771214,-0.05491210761884611,0.022508748813615243,True,False
A_res_N2,1.5,ret30,plain,discovery,1110,-0.016019144144144147,-0.060103921046158575,0.02489739305450731,True,False
A_res_N2,1.5,ret30,plain,replication,350,0.0021288748083302528,-0.0704672553085927,0.07496888357884768,True,False
A_res_N2,1.5,ret30,plain,pooled,1460,-0.010813399506865749,-0.04873028038457185,0.02491974291937798,True,False
A_res_N2,1.5,ret15,plain,discovery,1110,0.006475225225225225,-0.0317151667165914,0.04684607498993188,False,False
A_res_N2,1.5,ret15,plain,replication,356,-0.03707845777864575,-0.11845543822128282,0.049377860976504956,False,False
A_res_N2,1.5,ret15,plain,pooled,1466,-0.0023732145787119614,-0.03687591118044574,0.03443371544109835,False,False
A_res_N2,1.5,ret60,plain,discovery,1110,-0.026661036036036034,-0.06801609612430602,0.017079746505329712,False,False
A_res_N2,1.5,ret60,plain,replication,358,-0.001564614501790669,-0.0734750055039632,0.08008422350444117,False,False
A_res_N2,1.5,ret60,plain,pooled,1468,-0.020426743140437992,-0.05546840390626479,0.015282533560142432,False,False
A_res_N2,1.5,path_eff,plain,discovery,1109,-0.023035479071128892,-0.06197512432270152,0.0168525624672085,False,False
A_res_N2,1.5,path_eff,plain,replication,374,0.020039106220746845,-0.0661255110755026,0.10252263967858757,False,False
A_res_N2,1.5,path_eff,plain,pooled,1483,-0.011733245922209659,-0.04625341973853417,0.02605249991319195,False,False
A_res_N2,1.5,n_cross,plain,discovery,1113,-0.0009585952267271882,-0.043338730016755804,0.04242624881094149,False,False
A_res_N2,1.5,n_cross,plain,replication,392,-0.002002211474867722,-0.08756939221967504,0.08775050164296488,False,False
A_res_N2,1.5,n_cross,plain,pooled,1505,-0.0020605508032621725,-0.03982783757157335,0.035188955673865846,False,False
A_res_N2,1.5,rv60,plain,discovery,1110,-0.0020833333333333337,-0.03984991571952319,0.0384926166542945,False,False
A_res_N2,1.5,rv60,plain,replication,354,-0.008682497414738142,-0.09036767545141028,0.07279017890954664,False,False
A_res_N2,1.5,rv60,plain,pooled,1464,-0.003349739972541048,-0.03640115968896991,0.033383047876400535,False,False
A_res_N2,1.5,accel,plain,discovery,1110,0.0330518018018018,-0.00784419490816101,0.0743977750466654,False,False
A_res_N2,1.5,accel,plain,replication,345,-0.043551139859039606,-0.11951341351482389,0.037126690683571134,False,False
A_res_N2,1.5,accel,plain,pooled,1455,0.015340937435746018,-0.01870323318853461,0.05294350893207524,False,False
A_res_N2,1.5,fav_share,plain,discovery,1109,0.005094094545809348,-0.037916577782168524,0.0457252467760354,False,False
A_res_N2,1.5,fav_share,plain,replication,386,0.035724870336051956,-0.05726357585120976,0.1184475517940753,False,False
A_res_N2,1.5,fav_share,plain,pooled,1495,0.012815210763812899,-0.026011171980598574,0.05178576587569355,False,False
A_res_N2,1.5,tod_min,plain,discovery,1110,-0.0005349099099099097,-0.038958357164675356,0.03434593289740009,False,False
A_res_N2,1.5,tod_min,plain,replication,359,0.011051541087449473,-0.055374127061237795,0.08524667969057684,False,False
A_res_N2,1.5,tod_min,plain,pooled,1469,0.0027207911807032247,-0.03099137147883687,0.038025480262509063,False,False
A_raw,0.25,time_to_anchor_s,tod_stratified,discovery,2410,-0.0068645603009392315,-0.046011569492491085,0.03212832560466973,True,False
A_raw,0.25,time_to_anchor_s,plain,discovery,2410,-0.007916695695240672,-0.047049946424407754,0.031057159781214528,True,False
A_raw,0.25,time_to_anchor_s,tod_stratified_excl_last_hour,discovery,2366,-0.00563461149494971,-0.04592349441930867,0.03485738132248251,True,False
A_raw,0.25,time_to_anchor_s,tod_stratified,replication,768,0.0021001759629857585,-0.06487825819841751,0.08094986400127184,True,False
A_raw,0.25,time_to_anchor_s,plain,replication,768,0.002287581699346397,-0.06503199352863674,0.079315238918532,True,False
A_raw,0.25,time_to_anchor_s,tod_stratified_excl_last_hour,replication,757,0.0022198357018963703,-0.06483388063252019,0.08077844907543998,True,False
A_raw,0.25,time_to_anchor_s,tod_stratified,pooled,3178,-0.004489890030221511,-0.03856706655885324,0.028793833443129174,True,False
A_raw,0.25,time_to_anchor_s,plain,pooled,3178,-0.005304918727629115,-0.039157836960026254,0.02855047208200599,True,False
A_raw,0.25,time_to_anchor_s,tod_stratified_excl_last_hour,pooled,3123,-0.003489983105243059,-0.03834550112076268,0.030491043132808995,True,False
A_raw,0.25,pullback_from_mfe,plain,discovery,2356,-0.022920203735144307,-0.0639065584598678,0.0185378891527174,True,False
A_raw,0.25,pullback_from_mfe,plain,replication,757,-0.033868979237300034,-0.11064113285627034,0.045104360076354,True,False
A_raw,0.25,pullback_from_mfe,plain,pooled,3113,-0.025915846264490006,-0.0645515837515677,0.011898853892999543,True,False
A_raw,0.25,mae_before,plain,discovery,2356,0.0,-0.04242164127877105,0.039270322582389695,True,False
A_raw,0.25,mae_before,plain,replication,749,0.005440517954422297,-0.06126058888545108,0.07155851957209892,True,False
A_raw,0.25,mae_before,plain,pooled,3105,0.0012446841613940607,-0.033575689423820256,0.038198441068326885,True,False
A_raw,0.25,ret30,plain,discovery,2356,0.0008488964346349824,-0.04587935525388186,0.04230186174823244,True,False
A_raw,0.25,ret30,plain,replication,771,-0.029204647968869957,-0.09453852286003071,0.033826319643364716,True,False
A_raw,0.25,ret30,plain,pooled,3127,-0.006502458620717855,-0.041012772856523945,0.02766743153565187,True,False
A_raw,0.25,ret15,plain,discovery,2356,0.03480475382003395,-0.006089499776817281,0.07710047225935798,False,False
A_raw,0.25,ret15,plain,replication,761,-0.00750393853127329,-0.07484108722612573,0.05735366524014947,False,False
A_raw,0.25,ret15,plain,pooled,3117,0.024348399623528028,-0.013242043762885366,0.060362287463164,False,False
A_raw,0.25,ret60,plain,discovery,2356,0.06112054329371819,0.01779218806276179,0.10144945466214565,False,True
A_raw,0.25,ret60,plain,replication,777,0.007155635062611798,-0.05627381387748372,0.06344829486283829,False,False
A_raw,0.25,ret60,plain,pooled,3133,0.04773219990871752,0.01178911877804269,0.08302505872729403,False,False
A_raw,0.25,path_eff,plain,discovery,2345,0.010533099975704008,-0.027144326438400975,0.05255056523478057,False,False
A_raw,0.25,path_eff,plain,replication,750,0.01187589335874445,-0.0554135822247488,0.0712543930297075,False,False
A_raw,0.25,path_eff,plain,pooled,3095,0.010759014772400766,-0.023822357358385244,0.04597241045377905,False,False
A_raw,0.25,n_cross,plain,discovery,2697,-0.018628502608624864,-0.056358835484973946,0.020248640420263843,False,False
A_raw,0.25,n_cross,plain,replication,880,0.022590861774933024,-0.04909118246475766,0.09875974702614354,False,False
A_raw,0.25,n_cross,plain,pooled,3577,-0.008414598183870414,-0.04025463307839937,0.027186141939755184,False,False
A_raw,0.25,rv60,plain,discovery,2356,-0.004244482173174857,-0.04055807208430898,0.034677732991218194,False,False
A_raw,0.25,rv60,plain,replication,745,-0.0035609763130199368,-0.06702659382445562,0.06653247644211349,False,False
A_raw,0.25,rv60,plain,pooled,3101,-0.004236653605211249,-0.03677836914741642,0.02976455762612373,False,False
A_raw,0.25,accel,plain,discovery,2356,0.029711375212224108,-0.011786265661468202,0.07250685999343334,False,False
A_raw,0.25,accel,plain,replication,771,-0.003008723278229486,-0.07188334097101824,0.06601980910633914,False,False
A_raw,0.25,accel,plain,pooled,3127,0.021607370044467392,-0.01655550680555776,0.06083281041562753,False,False
A_raw,0.25,fav_share,plain,discovery,2358,0.012426565552273838,-0.025339346565303348,0.053650429652546704,False,False
A_raw,0.25,fav_share,plain,replication,770,0.004159885468088376,-0.06410456357666076,0.07650357612762769,False,False
