regime_start_ns,session,dir,t0_ns,entry_ts,entry_price,atr,terminal_ts,win,terminal_gross_atr,t_fav_0p5,reach_fav_0p5,t_fav_1p0,reach_fav_1p0,t_fav_1p5,reach_fav_1p5,t_fav_2p0,reach_fav_2p0,t_fav_3p0,reach_fav_3p0,t_adv_0p5,reach_adv_0p5,t_adv_1p0,reach_adv_1p0,chain_5m,aligned_T0_5m,n_trans_5m,t_first_into_5m,chain_15m,aligned_T0_15m,n_trans_15m,t_first_into_15m,chain_1h,aligned_T0_1h,n_trans_1h,t_first_into_1h,chains_exact,t_first_trans_5m,first_trans_into_5m,t_first_trans_15m,first_trans_into_15m,t_first_trans_1h,first_trans_into_1h
1672756440000000000,2023-01-03,1,1672756455000000000,1672756455000000000,11133.0,12.35768491626783,1672757100000000000,1,0.4046065289638458,297.0,1,298.0,1,308.0,1,394.0,1,411.0,1,9.0,1,20.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672757100000000000,2023-01-03,-1,1672757115000000000,1672757115000000000,11121.75,19.18556256659193,1672759440000000000,1,8.639308825305058,18.0,1,156.0,1,185.0,1,202.0,1,222.0,1,,0,,0,EXACT,0.0,1.0,285.0,EXACT,0.0,1.0,885.0,EXACT,0.0,1.0,885.0,1,285.0,1.0,885.0,1.0,885.0,1.0
1672759440000000000,2023-01-03,1,1672759455000000000,1672759455000000000,10954.25,17.088035431363192,1672759620000000000,0,-0.9802180050058437,,0,,0,,0,,0,,0,58.0,1,160.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672759620000000000,2023-01-03,-1,1672759635000000000,1672759635000000000,10941.25,16.053175598653404,1672760340000000000,0,-0.07786621359233462,134.0,1,207.0,1,220.0,1,,0,,0,,0,,0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672760340000000000,2023-01-03,1,1672760355000000000,1672760355000000000,10943.0,14.531300537125386,1672760700000000000,0,-0.5161272372585356,86.0,1,,0,,0,,0,,0,37.0,1,,0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672760700000000000,2023-01-03,-1,1672760715000000000,1672760715000000000,10941.25,13.57241514806512,1672760820000000000,0,-1.436737661445606,,0,,0,,0,,0,,0,31.0,1,74.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672760820000000000,2023-01-03,1,1672760835000000000,1672760835000000000,10958.25,13.992286530729618,1672761120000000000,0,-1.3936249773883944,,0,,0,,0,,0,,0,59.0,1,221.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672761120000000000,2023-01-03,-1,1672761135000000000,1672761135000000000,10939.5,12.968928576735498,1672761420000000000,0,-1.3301021667236386,157.0,1,,0,,0,,0,,0,35.0,1,247.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672761420000000000,2023-01-03,1,1672761435000000000,1672761435000000000,10963.75,13.2235659770517,1672761900000000000,0,-0.6806031002241516,79.0,1,141.0,1,211.0,1,,0,,0,421.0,1,,0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672761900000000000,2023-01-03,-1,1672761915000000000,1672761915000000000,10953.75,12.561274409634498,1672765620000000000,1,5.65229272800083,88.0,1,254.0,1,263.0,1,270.0,1,295.0,1,42.0,1,,0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672765620000000000,2023-01-03,1,1672765635000000000,1672765635000000000,10886.0,10.376217681509349,1672766280000000000,0,-1.0119294257589868,22.0,1,,0,,0,,0,,0,591.0,1,619.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672766280000000000,2023-01-03,-1,1672766295000000000,1672766295000000000,10871.75,9.422842908050372,1672767120000000000,0,-1.4857511832272137,324.0,1,339.0,1,361.0,1,,0,,0,4.0,1,178.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672767120000000000,2023-01-03,1,1672767135000000000,1672767135000000000,10886.25,9.446969173256418,1672767660000000000,0,-0.13231756948446977,83.0,1,98.0,1,112.0,1,112.0,1,,0,27.0,1,,0,EXACT,0.0,1.0,165.0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,165.0,1.0,,,,
1672767660000000000,2023-01-03,-1,1672767675000000000,1672767675000000000,10883.75,9.080636220708724,1672768620000000000,1,1.5968044140929485,58.0,1,262.0,1,268.0,1,288.0,1,291.0,1,,0,,0,EXACT,0.0,1.0,525.0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,525.0,1.0,,,,
1672768620000000000,2023-01-03,1,1672768635000000000,1672768635000000000,10871.25,9.28550684865311,1672769160000000000,0,-0.8884813865811414,16.0,1,26.0,1,,0,,0,,0,71.0,1,495.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672769160000000000,2023-01-03,-1,1672769175000000000,1672769175000000000,10864.75,8.77439962749949,1672769460000000000,0,-0.7692834024615313,156.0,1,,0,,0,,0,,0,283.0,1,,0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672769460000000000,2023-01-03,1,1672769475000000000,1672769475000000000,10878.25,8.364333240787262,1672769640000000000,0,-2.450882743412852,,0,,0,,0,,0,,0,64.0,1,96.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672769640000000000,2023-01-03,-1,1672769655000000000,1672769655000000000,10859.75,9.134180076534117,1672770240000000000,0,-0.4652853309645527,196.0,1,,0,,0,,0,,0,249.0,1,,0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672770240000000000,2023-01-03,1,1672770255000000000,1672770255000000000,10867.75,7.859415352719395,1672771200000000000,1,2.958235308426013,76.0,1,82.0,1,103.0,1,103.0,1,107.0,1,34.0,1,,0,EXACT,0.0,1.0,345.0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,345.0,1.0,,,,
1672771200000000000,2023-01-03,-1,1672771215000000000,1672771215000000000,10894.0,9.304146664162628,1672771980000000000,0,-0.9135711534664419,323.0,1,459.0,1,,0,,0,,0,41.0,1,76.0,1,EXACT,0.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672771980000000000,2023-01-03,1,1672771995000000000,1672771995000000000,10904.5,9.204579299633654,1672772580000000000,0,-0.13580196979233483,43.0,1,53.0,1,70.0,1,455.0,1,,0,,0,,0,EXACT,1.0,0.0,,EXACT,0.0,1.0,405.0,EXACT,0.0,0.0,,1,,,405.0,1.0,,
1672772580000000000,2023-01-03,-1,1672772595000000000,1672772595000000000,10904.0,9.945324113006786,1672772880000000000,0,-0.955222765196322,,0,,0,,0,,0,,0,95.0,1,278.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672772880000000000,2023-01-03,1,1672772895000000000,1672772895000000000,10913.75,9.22525022291796,1672773180000000000,0,-1.4633749409270689,,0,,0,,0,,0,,0,147.0,1,234.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672773180000000000,2023-01-03,-1,1672773195000000000,1672773195000000000,10904.5,9.253257257054127,1672773360000000000,0,-0.8375429089137089,,0,,0,,0,,0,,0,115.0,1,,0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672773360000000000,2023-01-03,1,1672773375000000000,1672773375000000000,10912.25,9.023471644951865,1672773600000000000,0,-0.9696933003491115,9.0,1,,0,,0,,0,,0,184.0,1,210.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672773600000000000,2023-01-03,-1,1672773615000000000,1672773615000000000,10903.0,8.988139672310242,1672774920000000000,1,0.222515456247459,220.0,1,241.0,1,683.0,1,712.0,1,777.0,1,51.0,1,,0,EXACT,0.0,1.0,885.0,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,885.0,1.0,,,,
1672774920000000000,2023-01-03,1,1672774935000000000,1672774935000000000,10900.0,8.727137907913294,1672776180000000000,1,3.4089068276352457,66.0,1,76.0,1,88.0,1,154.0,1,182.0,1,,0,,0,EXACT,0.0,1.0,165.0,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,165.0,1.0,,,,
1672776180000000000,2023-01-03,-1,1672776195000000000,1672776195000000000,10934.5,12.851631082285468,1672776360000000000,0,-0.8753752677749101,,0,,0,,0,,0,,0,48.0,1,,0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672776360000000000,2023-01-03,1,1672776375000000000,1672776375000000000,10940.5,12.259851854147659,1672776480000000000,0,-0.8360623049888077,,0,,0,,0,,0,,0,55.0,1,90.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672776480000000000,2023-01-03,-1,1672776495000000000,1672776495000000000,10930.75,12.357984506892624,1672776840000000000,0,-1.6588465528959189,,0,,0,,0,,0,,0,155.0,1,200.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672776840000000000,2023-01-03,1,1672776855000000000,1672776855000000000,10952.0,11.545775010535824,1672777260000000000,0,-0.9310765184831977,53.0,1,58.0,1,60.0,1,,0,,0,368.0,1,387.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672777260000000000,2023-01-03,-1,1672777275000000000,1672777275000000000,10935.25,11.549092301559224,1672777860000000000,0,-1.1689230328670408,,0,,0,,0,,0,,0,295.0,1,295.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672777860000000000,2023-01-03,1,1672777875000000000,1672777875000000000,10950.5,9.910078602477265,1672778280000000000,0,-0.8324858289153945,51.0,1,52.0,1,,0,,0,,0,11.0,1,27.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672778280000000000,2023-01-03,-1,1672778295000000000,1672778295000000000,10943.0,10.188007177988137,1672778940000000000,0,-0.6380050471542345,221.0,1,446.0,1,,0,,0,,0,36.0,1,160.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672778940000000000,2023-01-03,1,1672778955000000000,1672778955000000000,10946.5,9.543653723483272,1672779660000000000,0,-1.3621617439882574,48.0,1,49.0,1,,0,,0,,0,47.0,1,47.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672779660000000000,2023-01-03,-1,1672779675000000000,1672779675000000000,10925.0,10.243296686654173,1672780080000000000,0,-0.8542171790650401,,0,,0,,0,,0,,0,24.0,1,,0,EXACT,0.0,1.0,225.0,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,225.0,1.0,,,,
1672780080000000000,2023-01-03,1,1672780095000000000,1672780095000000000,10934.0,8.500980505577,1672780500000000000,0,-0.5293507021981537,200.0,1,227.0,1,,0,,0,,0,322.0,1,,0,NO_OBSERVATION_AFTER_TERMINAL_IN_SESSION,,,,NO_OBSERVATION_AFTER_TERMINAL_IN_SESSION,,,,NO_OBSERVATION_AFTER_TERMINAL_IN_SESSION,,,,0,,,,,,
1672842660000000000,2023-01-04,-1,1672842675000000000,1672842675000000000,11018.25,9.316953848750623,1672843020000000000,1,0.48299047876076334,6.0,1,7.0,1,13.0,1,16.0,1,51.0,1,,0,,0,EXACT,0.0,1.0,225.0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,225.0,1.0,,,,
1672843020000000000,2023-01-04,1,1672843035000000000,1672843035000000000,11020.5,15.19591561681014,1672843440000000000,0,-1.200980609540326,203.0,1,219.0,1,270.0,1,,0,,0,23.0,1,106.0,1,EXACT,0.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672843440000000000,2023-01-04,-1,1672843455000000000,1672843455000000000,10990.25,18.513871962381376,1672843860000000000,0,-0.6616660212888458,9.0,1,27.0,1,123.0,1,,0,,0,363.0,1,389.0,1,EXACT,1.0,0.0,,EXACT,0.0,1.0,45.0,EXACT,0.0,0.0,,1,,,45.0,1.0,,
1672843860000000000,2023-01-04,1,1672843875000000000,1672843875000000000,11001.75,20.005185951482183,1672844460000000000,0,-2.7242935972790643,,0,,0,,0,,0,,0,23.0,1,114.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672844460000000000,2023-01-04,-1,1672844475000000000,1672844475000000000,10955.0,21.20307358815802,1672845420000000000,1,1.7096577932100248,182.0,1,213.0,1,218.0,1,219.0,1,309.0,1,15.0,1,52.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672845420000000000,2023-01-04,1,1672845435000000000,1672845435000000000,10911.75,22.380300490717193,1672845780000000000,0,-0.502674215865253,33.0,1,,0,,0,,0,,0,326.0,1,,0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672845780000000000,2023-01-04,-1,1672845795000000000,1672845795000000000,10895.75,20.086992887914764,1672846200000000000,0,-0.8836564088534723,55.0,1,,0,,0,,0,,0,93.0,1,,0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672846200000000000,2023-01-04,1,1672846215000000000,1672846215000000000,10908.5,19.031194496733537,1672848060000000000,1,2.075539714902271,374.0,1,836.0,1,842.0,1,893.0,1,950.0,1,24.0,1,48.0,1,EXACT,0.0,1.0,1185.0,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,1185.0,1.0,,,,
1672848060000000000,2023-01-04,-1,1672848075000000000,1672848075000000000,10953.75,13.429991582000353,1672848540000000000,0,-0.6142967364966277,62.0,1,,0,,0,,0,,0,459.0,1,,0,EXACT,0.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672848540000000000,2023-01-04,1,1672848555000000000,1672848555000000000,10960.25,12.75580267496514,1672851120000000000,1,6.800826432526879,64.0,1,84.0,1,268.0,1,1101.0,1,1246.0,1,,0,,0,EXACT,1.0,0.0,,EXACT,0.0,1.0,1245.0,EXACT,1.0,0.0,,1,,,1245.0,1.0,,
1672851120000000000,2023-01-04,-1,1672851135000000000,1672851135000000000,11053.5,9.839752562310172,1672851360000000000,0,-1.016285718230724,,0,,0,,0,,0,,0,101.0,1,201.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672851360000000000,2023-01-04,1,1672851375000000000,1672851375000000000,11061.0,9.797530272077804,1672851600000000000,0,-1.4289315379712484,66.0,1,,0,,0,,0,,0,108.0,1,111.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672851600000000000,2023-01-04,-1,1672851615000000000,1672851615000000000,11048.0,9.60878311382794,1672852560000000000,1,0.28619648996369706,70.0,1,188.0,1,375.0,1,376.0,1,,0,,0,,0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672852560000000000,2023-01-04,1,1672852575000000000,1672852575000000000,11045.0,8.482657172750079,1672853220000000000,1,0.29471897179000334,161.0,1,325.0,1,470.0,1,,0,,0,60.0,1,,0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672853220000000000,2023-01-04,-1,1672853235000000000,1672853235000000000,11043.0,7.542464595043504,1672853580000000000,0,-1.2263895817394483,155.0,1,,0,,0,,0,,0,56.0,1,324.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672853580000000000,2023-01-04,1,1672853595000000000,1672853595000000000,11056.75,7.239117521921317,1672854540000000000,0,-1.7612644029318165,,0,,0,,0,,0,,0,8.0,1,33.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672854540000000000,2023-01-04,-1,1672854555000000000,1672854555000000000,11046.5,6.736556649213541,1672855860000000000,1,6.642859598786917,130.0,1,143.0,1,193.0,1,235.0,1,369.0,1,20.0,1,,0,EXACT,0.0,1.0,345.0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,345.0,1.0,,,,
1672855860000000000,2023-01-04,1,1672855875000000000,1672855875000000000,10999.5,7.94161473609185,1672857720000000000,1,3.9979275065695896,27.0,1,156.0,1,261.0,1,265.0,1,406.0,1,,0,,0,EXACT,0.0,1.0,1425.0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,1425.0,1.0,,,,
1672857720000000000,2023-01-04,-1,1672857735000000000,1672857735000000000,11034.5,6.807623004894268,1672858860000000000,0,-1.6158356583629363,261.0,1,329.0,1,334.0,1,342.0,1,1016.0,1,6.0,1,9.0,1,EXACT,0.0,1.0,1065.0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,1065.0,1.0,,,,
1672858860000000000,2023-01-04,1,1672858875000000000,1672858875000000000,11042.0,13.087177822574288,1672858980000000000,0,-5.081309423739399,,0,,0,,0,,0,,0,6.0,1,11.0,1,EXACT,0.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672858980000000000,2023-01-04,-1,1672858995000000000,1672858995000000000,10948.5,19.21675026538293,1672859760000000000,0,-2.7319915841636107,,0,,0,,0,,0,,0,8.0,1,57.0,1,EXACT,1.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672859760000000000,2023-01-04,1,1672859775000000000,1672859775000000000,11000.25,23.01857135478371,1672860120000000000,0,-0.39098864396419736,45.0,1,70.0,1,,0,,0,,0,341.0,1,,0,EXACT,0.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672860120000000000,2023-01-04,-1,1672860135000000000,1672860135000000000,10989.75,21.95414031919261,1672861320000000000,1,1.594232317509719,14.0,1,75.0,1,197.0,1,200.0,1,294.0,1,,0,,0,EXACT,1.0,0.0,,EXACT,0.0,1.0,465.0,EXACT,0.0,0.0,,1,,,465.0,1.0,,
1672861320000000000,2023-01-04,1,1672861335000000000,1672861335000000000,10948.75,18.172099712286492,1672861860000000000,0,-0.577808847972629,243.0,1,,0,,0,,0,,0,91.0,1,,0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672861860000000000,2023-01-04,-1,1672861875000000000,1672861875000000000,10943.25,15.671481921103787,1672862160000000000,0,-1.7707323493530527,,0,,0,,0,,0,,0,28.0,1,129.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672862160000000000,2023-01-04,1,1672862175000000000,1672862175000000000,10990.25,15.403153330703704,1672862940000000000,0,-0.30837841434270735,239.0,1,303.0,1,326.0,1,327.0,1,,0,71.0,1,,0,EXACT,0.0,1.0,225.0,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,225.0,1.0,,,,
1672862940000000000,2023-01-04,-1,1672862955000000000,1672862955000000000,10988.5,14.629733394435846,1672863480000000000,0,-0.6493624828196222,248.0,1,,0,,0,,0,,0,51.0,1,,0,EXACT,0.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672863480000000000,2023-01-04,1,1672863495000000000,1672863495000000000,11001.5,12.718938807723195,1672863720000000000,0,-2.0835071542217554,,0,,0,,0,,0,,0,37.0,1,54.0,1,EXACT,1.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672863720000000000,2023-01-04,-1,1672863735000000000,1672863735000000000,10967.5,12.81824920052536,1672865340000000000,1,2.8279993182309395,23.0,1,466.0,1,536.0,1,738.0,1,810.0,1,180.0,1,233.0,1,EXACT,0.0,1.0,465.0,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,465.0,1.0,,,,
1672865340000000000,2023-01-04,1,1672865355000000000,1672865355000000000,10929.0,11.679755302999848,1672866840000000000,1,5.3725440621074645,24.0,1,46.0,1,48.0,1,326.0,1,346.0,1,,0,,0,EXACT,0.0,1.0,645.0,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,645.0,1.0,,,,
1672866840000000000,2023-01-04,-1,1672866855000000000,1672866855000000000,10993.0,7.434983500218172,1672869360000000000,1,1.7821155890408087,22.0,1,690.0,1,727.0,1,1130.0,1,,0,,0,,0,NO_OBSERVATION_AFTER_TERMINAL_IN_SESSION,,,,NO_OBSERVATION_AFTER_TERMINAL_IN_SESSION,,,,NO_OBSERVATION_AFTER_TERMINAL_IN_SESSION,,,,0,,,,,,
1672929000000000000,2023-01-05,1,1672929015000000000,1672929015000000000,10913.25,8.513839686874105,1672929120000000000,0,-3.141943116598826,39.0,1,,0,,0,,0,,0,4.0,1,10.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672929120000000000,2023-01-05,-1,1672929135000000000,1672929135000000000,10881.5,11.16244340347818,1672930320000000000,1,2.642790555229861,46.0,1,54.0,1,81.0,1,106.0,1,471.0,1,8.0,1,11.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672930320000000000,2023-01-05,1,1672930335000000000,1672930335000000000,10842.75,15.997601530022354,1672931160000000000,1,1.078286639883316,74.0,1,174.0,1,174.0,1,323.0,1,595.0,1,,0,,0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672931160000000000,2023-01-05,-1,1672931175000000000,1672931175000000000,10857.75,16.470694768897758,1672931580000000000,0,-3.0812300702598874,,0,,0,,0,,0,,0,54.0,1,79.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672931580000000000,2023-01-05,1,1672931595000000000,1672931595000000000,10908.75,19.956985982630762,1672931880000000000,0,-2.204741739974898,,0,,0,,0,,0,,0,21.0,1,39.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672931880000000000,2023-01-05,-1,1672931895000000000,1672931895000000000,10866.75,19.216034792885637,1672932480000000000,0,-0.4423389159946234,338.0,1,372.0,1,,0,,0,,0,229.0,1,,0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672932480000000000,2023-01-05,1,1672932495000000000,1672932495000000000,10875.5,16.208315686624385,1672932780000000000,0,-0.9408750603608235,,0,,0,,0,,0,,0,159.0,1,247.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672932780000000000,2023-01-05,-1,1672932795000000000,1672932795000000000,10859.0,14.864926827798362,1672933380000000000,0,-0.605452021678938,36.0,1,138.0,1,239.0,1,,0,,0,564.0,1,,0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672933380000000000,2023-01-05,1,1672933395000000000,1672933395000000000,10872.0,13.614215914207197,1672933740000000000,0,-1.156878963816344,,0,,0,,0,,0,,0,279.0,1,320.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672933740000000000,2023-01-05,-1,1672933755000000000,1672933755000000000,10855.0,11.946132424712294,1672934760000000000,1,0.3557636772222835,190.0,1,247.0,1,299.0,1,753.0,1,,0,46.0,1,,0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672934760000000000,2023-01-05,1,1672934775000000000,1672934775000000000,10848.25,9.919158290638027,1672935720000000000,0,-0.327648768652824,49.0,1,289.0,1,421.0,1,435.0,1,442.0,1,10.0,1,,0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672935720000000000,2023-01-05,-1,1672935735000000000,1672935735000000000,10846.75,9.438855504693972,1672936320000000000,0,-0.7681015983764719,16.0,1,63.0,1,148.0,1,,0,,0,501.0,1,582.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672936320000000000,2023-01-05,1,1672936335000000000,1672936335000000000,10851.0,9.331093736626949,1672937640000000000,1,1.6075285945441886,42.0,1,239.0,1,588.0,1,595.0,1,792.0,1,,0,,0,EXACT,0.0,1.0,765.0,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,765.0,1.0,,,,
1672937640000000000,2023-01-05,-1,1672937655000000000,1672937655000000000,10867.75,8.430942719005644,1672939500000000000,1,0.7709695364608785,29.0,1,192.0,1,204.0,1,252.0,1,1489.0,1,492.0,1,799.0,1,EXACT,0.0,1.0,1545.0,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,1545.0,1.0,,,,
1672939500000000000,2023-01-05,1,1672939515000000000,1672939515000000000,10864.75,8.707429131534543,1672940340000000000,0,-1.0048890284172722,546.0,1,549.0,1,560.0,1,,0,,0,82.0,1,198.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672940340000000000,2023-01-05,-1,1672940355000000000,1672940355000000000,10854.75,8.300151731099,1672942860000000000,0,-0.030119931309604893,227.0,1,288.0,1,431.0,1,867.0,1,1370.0,1,10.0,1,2484.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672942860000000000,2023-01-05,1,1672942875000000000,1672942875000000000,10851.75,8.278753938624627,1672943880000000000,1,4.439073835561464,30.0,1,38.0,1,45.0,1,49.0,1,53.0,1,3.0,1,19.0,1,EXACT,0.0,1.0,225.0,EXACT,0.0,1.0,525.0,EXACT,0.0,0.0,,1,225.0,1.0,525.0,1.0,,
1672943880000000000,2023-01-05,-1,1672943895000000000,1672943895000000000,10889.5,12.637992902354577,1672944060000000000,0,-0.8506097513314138,,0,,0,,0,,0,,0,89.0,1,154.0,1,EXACT,0.0,0.0,,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,,,,,,
1672944060000000000,2023-01-05,1,1672944075000000000,1672944075000000000,10898.75,12.071308457169463,1672944240000000000,0,-1.1804851189546528,,0,,0,,0,,0,,0,99.0,1,141.0,1,EXACT,1.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
1672944240000000000,2023-01-05,-1,1672944255000000000,1672944255000000000,10883.75,11.652939023469866,1672946400000000000,1,0.3647148578946643,68.0,1,849.0,1,868.0,1,1817.0,1,,0,222.0,1,,0,EXACT,0.0,1.0,1845.0,EXACT,0.0,0.0,,EXACT,1.0,0.0,,1,1845.0,1.0,,,,
1672946400000000000,2023-01-05,1,1672946415000000000,1672946415000000000,10877.0,8.719799588728558,1672947000000000000,0,-1.8635749405301905,,0,,0,,0,,0,,0,71.0,1,364.0,1,EXACT,0.0,0.0,,EXACT,1.0,0.0,,EXACT,0.0,0.0,,1,,,,,,
