elapsed_s,subset,contrast,variable,n_pos,n_neg,med_pos,iqr_pos,med_neg,iqr_neg,mean_pos,mean_neg,cohen_d,auc,auc_lo,auc_hi,meaningful
30,ALIVE,C1,fav_expand_adv_stall,2220,3804,0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",0.07882882882882883,0.04363827549947424,0.152667975902341,0.5175952766646773,0.5108350176288982,0.5245750487713917,False
30,ALIVE,C1,adv_expand_fav_stall,2220,3804,0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",0.0481981981981982,0.07097791798107256,-0.09413022647025582,0.4886101401085628,0.4826656500081536,0.4948170331452791,False
30,ALIVE,C1,aligned_5m,2133,3709,0.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.41303328645100795,0.4073874359665678,0.01147976699308249,0.50282292524222,0.4891965619148609,0.5166510230577782,False
30,ALIVE,C1,aligned_15m,2135,3710,0.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.4641686182669789,0.4660377358490566,-0.0037466063748191236,0.4990654412089612,0.48437997193128507,0.5132841805536664,False
30,ALIVE,C1,aligned_1h,2136,3710,0.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.49812734082397003,0.4919137466307278,0.012426125612216513,0.5031067970966211,0.49038853536233434,0.5173518905860363,False
30,ALIVE,C1,trans_5m,2133,3709,0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.5,0.5,0.5,False
30,ALIVE,C1,n_htf_aligned,2132,3709,1.0,"[0.0, 2.0]",1.0,"[0.0, 2.0]",1.375703564727955,1.3653275815583716,0.009253159473402167,0.5023770838844918,0.48629409814333957,0.5203423360438854,False
30,ALIVE,C2,mfe,1847,373,0.3382419779328522,"[0.16083197065546256, 0.6008042924342025]",0.3838929925837008,"[0.17695725696512138, 0.6554126304364388]",0.43924470349801154,0.504176650477254,-0.152962438813367,0.47325203830281987,0.43535792187104433,0.5120410021823523,False
30,ALIVE,C2,mae,1847,373,0.23952726107678296,"[0.10193852094404712, 0.42508203792320487]",0.24635166289297228,"[0.09539835670890127, 0.5071738339186453]",0.2998792411723907,0.3574489808614395,-0.19737344330886036,0.482916286246373,0.44489576003172404,0.5196823783722405,False
30,ALIVE,C2,cur,1847,373,0.07748603328886253,"[-0.1693229530044319, 0.36579556385951273]",0.09784558711377743,"[-0.2245541175679755, 0.43898225986339057]",0.12061004311937652,0.12478133654913019,-0.008186876478585512,0.4966506079708998,0.4588696602281238,0.5362024988033909,False
30,ALIVE,C2,fav_share,1847,373,0.5882352941176471,"[0.2886752136752137, 0.8561076604554865]",0.6153846153846154,"[0.28, 0.8636363636363636]",0.5612399698841322,0.5671508479367648,-0.018469520672548635,0.49377296129801096,0.45640559475393583,0.5326986937536148,False
30,ALIVE,C2,mfe_rate,1847,373,0.6764839558657044,"[0.32166394131092513, 1.201608584868405]",0.7677859851674016,"[0.35391451393024276, 1.3108252608728777]",0.8784894069960231,1.008353300954508,-0.152962438813367,0.47325203830281987,0.43535792187104433,0.5120410021823523,False
30,ALIVE,C2,mae_rate,1847,373,0.4790545221535659,"[0.20387704188809425, 0.8501640758464097]",0.49270332578594456,"[0.19079671341780255, 1.0143476678372907]",0.5997584823447814,0.714897961722879,-0.19737344330886036,0.482916286246373,0.44489576003172404,0.5196823783722405,False
30,ALIVE,C2,d_mfe,1847,373,0.3382419779328522,"[0.16083197065546256, 0.6008042924342025]",0.3838929925837008,"[0.17695725696512138, 0.6554126304364388]",0.43924470349801154,0.504176650477254,-0.152962438813367,0.47325203830281987,0.43535792187104433,0.5120410021823523,False
30,ALIVE,C2,d_mae,1847,373,0.23952726107678296,"[0.10193852094404712, 0.42508203792320487]",0.24635166289297228,"[0.09539835670890127, 0.5071738339186453]",0.2998792411723907,0.3574489808614395,-0.19737344330886036,0.482916286246373,0.44489576003172404,0.5196823783722405,False
30,ALIVE,C2,fav_expand_adv_stall,1847,373,0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",0.07850568489442339,0.08042895442359249,-0.007134002790747984,0.49903836523541545,0.48399468987534494,0.513775507230877,False
30,ALIVE,C2,adv_expand_fav_stall,1847,373,0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",0.04385489983757444,0.06970509383378017,-0.1207597021095825,0.48707490300189715,0.4731856770794285,0.5000090918438651,False
30,ALIVE,C2,aligned_5m,1764,369,0.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.4070294784580499,0.44173441734417346,-0.07047623805920478,0.4826475305569382,0.453965139042799,0.5091870551517073,False
30,ALIVE,C2,aligned_15m,1764,371,0.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.46598639455782315,0.4555256064690027,0.020966341227032784,0.5052303940444102,0.4781384943210542,0.5342192703705457,False
30,ALIVE,C2,aligned_1h,1765,371,1.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.5048158640226629,0.46630727762803237,0.07701443683133727,0.5192542931973153,0.4916243829905175,0.5456362160477674,False
30,ALIVE,C2,trans_5m,1764,369,0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.5,0.5,0.5,False
30,ALIVE,C2,n_htf_aligned,1763,369,1.0,"[0.0, 2.0]",1.0,"[0.0, 2.0]",1.378899602949518,1.3604336043360434,0.016353138833758423,0.5039366871263721,0.4726201613687478,0.5354192623534381,False
30,ALIVE,C3,mfe,1440,4584,0.3496551114255726,"[0.1668645710563086, 0.6134214611745795]",0.2427886600320402,"[0.10018255159499322, 0.45322493700385846]",0.4637627312888044,0.3190801474399137,0.4265813063688985,0.6040810730560403,0.5856787584717142,0.6200149267404275,True
30,ALIVE,C3,mae,1440,4584,0.23894908780266674,"[0.10258972698226312, 0.4366672237686171]",0.3138477861199943,"[0.14527083858796996, 0.5355824344625092]",0.3106469464680289,0.3816338036446892,-0.2203691193482164,0.42578109850688384,0.41034550264605857,0.44030793994954753,False
30,ALIVE,C3,cur,1440,4584,0.08139516876669821,"[-0.17449018841040442, 0.38558321502393245]",-0.05501229468616459,"[-0.33275435845105705, 0.21032742289816894]",0.1328076484570609,-0.06507307436542402,0.4157629087767358,0.6076072268276129,0.5907456287593877,0.6230726292821942,True
30,ALIVE,C3,fav_share,1440,4584,0.6,"[0.29629629629629634, 0.8571428571428572]",0.42857142857142855,"[0.16666666666666669, 0.75]",0.5663257729378705,0.4594842319331623,0.33387519329750226,0.5947073607475276,0.577788361367883,0.6104869807256936,False
30,ALIVE,C3,mfe_rate,1440,4584,0.6993102228511452,"[0.3337291421126172, 1.226842922349159]",0.4855773200640804,"[0.20036510318998643, 0.9064498740077169]",0.9275254625776088,0.6381602948798274,0.4265813063688985,0.6040810730560403,0.5856787584717142,0.6200149267404275,True
30,ALIVE,C3,mae_rate,1440,4584,0.4778981756053335,"[0.20517945396452625, 0.8733344475372342]",0.6276955722399886,"[0.2905416771759399, 1.0711648689250184]",0.6212938929360577,0.7632676072893784,-0.2203691193482164,0.42578109850688384,0.41034550264605857,0.44030793994954753,False
