event,outcome,variable,n_pos,n_neg,med_pos,iqr_pos,med_neg,iqr_neg,mean_pos,mean_neg,cohen_d,auc,auc_lo,auc_hi,meaningful
fav_2p0,win_given_plus2 (C2),aligned_5m,1764,369,1.0,"[0.0, 1.0]",1.0,"[0.0, 1.0]",0.532312925170068,0.5176151761517616,0.029435758640337824,0.5073488745091532,0.47861540455158486,0.5332879080041256,False
fav_2p0,win_given_plus2 (C2),aligned_15m,1764,371,0.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.48299319727891155,0.46900269541778977,0.027990628827861578,0.5069952509305609,0.4804186628319873,0.5359717566201526,False
fav_2p0,win_given_plus2 (C2),aligned_1h,1765,371,1.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.5070821529745042,0.46630727762803237,0.08155049098994206,0.5203874376732359,0.49222402943209576,0.547107514750358,False
fav_2p0,win_given_plus2 (C2),trans_5m,1764,369,0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",0.12528344671201813,0.07588075880758807,0.1540402506897768,0.524701343952215,0.5080432663779597,0.539626827351685,False
fav_2p0,reach_plus3,t_since_t0_s,1440,780,343.0,"[190.0, 548.0]",396.5,"[225.75, 606.75]",414.9111111111111,461.9179487179487,-0.1483652353456408,0.4537161680911681,0.4293931515955015,0.47690167010116175,False
fav_2p0,reach_plus3,s_from_prev_level,1440,780,39.0,"[14.0, 132.0]",52.5,"[14.0, 173.25]",107.14166666666667,128.87948717948717,-0.1289891196406745,0.4683422364672365,0.44482047426585325,0.49163419956861476,False
fav_2p0,reach_plus3,mae_through_touch,1440,780,0.4834783508698113,"[0.2032641696602247, 0.8986820347286573]",0.47233200073747983,"[0.20857169532295025, 0.8675046955534156]",0.6233423737756724,0.618822119781887,0.007803063305501626,0.4982175925925926,0.4745605255077966,0.5231139945783304,False
fav_2p0,reach_plus3,adv0p5_before,1440,780,0.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.4909722222222222,0.4756410256410256,0.03066461031942065,0.5076655982905983,0.4854896414191314,0.5284393351821337,False
fav_2p0,reach_plus3,adv1_before,1440,780,0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",0.20625,0.2,0.015501788330187699,0.503125,0.4865236882686773,0.5208671033753697,False
fav_2p0,reach_plus3,aligned_5m,1385,748,1.0,"[0.0, 1.0]",1.0,"[0.0, 1.0]",0.5342960288808665,0.5213903743315508,0.02584702492282283,0.5064528272746578,0.4827710691020016,0.5265107512613102,False
fav_2p0,reach_plus3,aligned_15m,1386,749,0.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.4884559884559885,0.465954606141522,0.045026111717036736,0.5112506911572332,0.4889951356097985,0.5337852455321253,False
fav_2p0,reach_plus3,aligned_1h,1387,749,1.0,"[0.0, 1.0]",0.0,"[0.0, 1.0]",0.501802451333814,0.49666221628838453,0.010275779652425859,0.5025701175227147,0.47957053918926157,0.5269335477805001,False
fav_2p0,reach_plus3,trans_5m,1385,748,0.0,"[0.0, 0.0]",0.0,"[0.0, 0.0]",0.11552346570397112,0.11898395721925134,-0.01077185654727167,0.49826975424235986,0.4823047248001705,0.5120886461759837,False
