regime_start_ns,event,t_since_t0_s,mae_through_touch,adv0p5_before,adv1_before,s_from_prev_level,aligned_5m,trans_5m,aligned_15m,trans_15m,aligned_1h,trans_1h
1677618000000000000,fav_1p5,22.0,0.10009642907147935,0,0,10.0,,,,,,
1677618000000000000,fav_2p0,178.0,0.10009642907147935,0,0,156.0,,,,,,
1677681600000000000,fav_0p5,78.0,0.7589296975040944,1,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
1677681600000000000,fav_1p0,307.0,1.0625015765057322,1,1,229.0,0.0,0.0,0.0,0.0,0.0,0.0
1677681600000000000,fav_1p5,311.0,1.0625015765057322,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1677681600000000000,fav_2p0,457.0,1.0625015765057322,1,1,146.0,0.0,0.0,0.0,0.0,0.0,0.0
1677682740000000000,fav_0p5,50.0,1.8560995286611583,1,1,50.0,0.0,0.0,1.0,0.0,1.0,0.0
1677682740000000000,fav_1p0,50.0,1.8560995286611583,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1677682740000000000,fav_1p5,60.0,1.8560995286611583,1,1,10.0,0.0,0.0,1.0,0.0,1.0,0.0
1677682740000000000,fav_2p0,326.0,1.8560995286611583,1,1,266.0,0.0,0.0,1.0,0.0,1.0,0.0
1677685020000000000,fav_0p5,44.0,0.1577354541678833,0,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
1677685020000000000,fav_1p0,57.0,0.1577354541678833,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1677685020000000000,fav_1p5,76.0,0.1577354541678833,0,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1677685020000000000,fav_2p0,212.0,0.1577354541678833,0,0,136.0,0.0,0.0,0.0,0.0,0.0,0.0
1677686040000000000,fav_0p5,21.0,0.11238644593373795,0,0,21.0,0.0,0.0,1.0,0.0,1.0,0.0
1677686040000000000,fav_1p0,199.0,0.2472501810542235,0,0,178.0,0.0,0.0,1.0,0.0,1.0,0.0
1677686040000000000,fav_1p5,372.0,0.40459120536145665,0,0,173.0,0.0,0.0,1.0,0.0,1.0,0.0
1677686040000000000,fav_2p0,381.0,0.40459120536145665,0,0,9.0,0.0,0.0,1.0,0.0,1.0,0.0
1677687720000000000,fav_0p5,47.0,0.354105602944208,0,0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
1677687720000000000,fav_1p0,59.0,0.354105602944208,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1677687720000000000,fav_1p5,172.0,0.354105602944208,0,0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
1677687720000000000,fav_2p0,191.0,0.354105602944208,0,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1677688860000000000,fav_0p5,11.0,0.11164791079623303,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1677688860000000000,fav_1p0,24.0,0.11164791079623303,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1677688860000000000,fav_1p5,332.0,0.30703175468964083,0,0,308.0,0.0,0.0,0.0,0.0,0.0,0.0
1677688860000000000,fav_2p0,370.0,0.30703175468964083,0,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
1677690060000000000,fav_0p5,126.0,0.5043689470493197,1,0,126.0,0.0,0.0,1.0,0.0,1.0,0.0
1677690060000000000,fav_1p0,249.0,0.5043689470493197,1,0,123.0,0.0,0.0,1.0,0.0,1.0,0.0
1677690540000000000,fav_0p5,60.0,0.2821710336695166,0,0,60.0,1.0,0.0,0.0,0.0,0.0,0.0
1677690540000000000,fav_1p0,85.0,0.2821710336695166,0,0,25.0,1.0,0.0,0.0,0.0,0.0,0.0
1677690540000000000,fav_1p5,108.0,0.2821710336695166,0,0,23.0,1.0,0.0,0.0,0.0,0.0,0.0
1677690540000000000,fav_2p0,110.0,0.2821710336695166,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1677691800000000000,fav_0p5,19.0,0.054355896456249914,0,0,19.0,0.0,0.0,1.0,0.0,1.0,0.0
1677691800000000000,fav_1p0,287.0,0.4620251198781243,0,0,268.0,0.0,0.0,1.0,0.0,1.0,0.0
1677692640000000000,fav_0p5,51.0,0.17973907035012462,0,0,51.0,1.0,0.0,0.0,0.0,0.0,0.0
1677692640000000000,fav_1p0,79.0,0.17973907035012462,0,0,28.0,1.0,0.0,0.0,0.0,0.0,0.0
1677693360000000000,fav_0p5,98.0,0.31356954532334486,0,0,98.0,0.0,0.0,1.0,0.0,1.0,0.0
1677693360000000000,fav_1p0,114.0,0.31356954532334486,0,0,16.0,0.0,0.0,1.0,0.0,1.0,0.0
1677693360000000000,fav_1p5,245.0,0.31356954532334486,0,0,131.0,0.0,0.0,1.0,0.0,1.0,0.0
1677693360000000000,fav_2p0,320.0,0.31356954532334486,0,0,75.0,0.0,0.0,1.0,0.0,1.0,0.0
1677695880000000000,fav_0p5,40.0,0.36876915378492964,0,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
1677695880000000000,fav_1p0,144.0,0.36876915378492964,0,0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
1677696300000000000,fav_0p5,26.0,0.08241370005171836,0,0,26.0,1.0,0.0,1.0,0.0,1.0,0.0
1677696300000000000,fav_1p0,51.0,0.08241370005171836,0,0,25.0,1.0,0.0,1.0,0.0,1.0,0.0
1677696300000000000,fav_1p5,64.0,0.08241370005171836,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0
1677696600000000000,fav_0p5,59.0,0.19921956068815452,0,0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
1677697080000000000,fav_0p5,76.0,0.2812061593028657,0,0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
1677697440000000000,fav_0p5,235.0,1.0890556246880232,1,1,235.0,1.0,0.0,1.0,0.0,1.0,0.0
1677697440000000000,fav_1p0,242.0,1.0890556246880232,1,1,7.0,1.0,0.0,1.0,0.0,1.0,0.0
1677697860000000000,fav_0p5,144.0,0.8281016089928795,1,0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
1677697860000000000,fav_1p0,179.0,0.8281016089928795,1,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
1677697860000000000,fav_1p5,191.0,0.8281016089928795,1,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1677698580000000000,fav_0p5,235.0,1.3301907652696339,1,1,235.0,1.0,0.0,1.0,0.0,1.0,0.0
1677698580000000000,fav_1p0,386.0,1.3301907652696339,1,1,151.0,1.0,0.0,1.0,0.0,1.0,0.0
1677698580000000000,fav_1p5,387.0,1.3301907652696339,1,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1677698580000000000,fav_2p0,408.0,1.3301907652696339,1,1,21.0,1.0,0.0,1.0,0.0,1.0,0.0
1677699600000000000,fav_0p5,264.0,1.4419299627016904,1,1,264.0,0.0,0.0,0.0,0.0,0.0,0.0
1677700080000000000,fav_0p5,149.0,0.44540313882706495,0,0,149.0,1.0,0.0,1.0,0.0,1.0,0.0
1677700080000000000,fav_1p0,168.0,0.44540313882706495,0,0,19.0,1.0,0.0,1.0,0.0,1.0,0.0
1677700080000000000,fav_1p5,187.0,0.44540313882706495,0,0,19.0,1.0,0.0,1.0,0.0,1.0,0.0
1677700500000000000,fav_0p5,39.0,0.4791441756208467,0,0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
1677700500000000000,fav_1p0,75.0,0.4791441756208467,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
1677700500000000000,fav_1p5,349.0,0.4791441756208467,0,0,274.0,0.0,0.0,0.0,0.0,0.0,0.0
1677700500000000000,fav_2p0,373.0,0.4791441756208467,0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
1677702180000000000,fav_0p5,46.0,0.20423204519906554,0,0,46.0,1.0,0.0,1.0,0.0,1.0,0.0
1677702180000000000,fav_1p0,152.0,0.20423204519906554,0,0,106.0,1.0,0.0,1.0,0.0,1.0,0.0
1677702780000000000,fav_0p5,65.0,0.4112548326453395,0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
1677702780000000000,fav_1p0,575.0,1.7135618026889146,1,1,510.0,0.0,0.0,0.0,0.0,0.0,0.0
1677702780000000000,fav_1p5,616.0,1.7135618026889146,1,1,41.0,0.0,0.0,0.0,0.0,0.0,0.0
1677702780000000000,fav_2p0,638.0,1.7135618026889146,1,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0
1677703860000000000,fav_0p5,31.0,0.11671161389146958,0,0,31.0,0.0,0.0,1.0,0.0,1.0,0.0
1677703860000000000,fav_1p0,156.0,0.1750674208372044,0,0,125.0,0.0,0.0,1.0,0.0,1.0,0.0
1677703860000000000,fav_1p5,194.0,0.1750674208372044,0,0,38.0,0.0,0.0,1.0,0.0,1.0,0.0
1677704400000000000,fav_0p5,303.0,0.5592896932072505,1,0,303.0,,,,,,
1677704400000000000,fav_1p0,662.0,0.5592896932072505,1,0,359.0,,,,,,
1677704400000000000,fav_1p5,751.0,0.5592896932072505,1,0,89.0,,,,,,
1677704400000000000,fav_2p0,933.0,0.5592896932072505,1,0,182.0,,,,,,
1677768120000000000,fav_0p5,175.0,1.622457920911732,1,1,175.0,1.0,0.0,0.0,0.0,0.0,0.0
1677768120000000000,fav_1p0,357.0,1.622457920911732,1,1,182.0,1.0,0.0,0.0,0.0,0.0,0.0
1677768120000000000,fav_1p5,532.0,1.622457920911732,1,1,175.0,1.0,0.0,0.0,0.0,0.0,0.0
1677768120000000000,fav_2p0,547.0,1.622457920911732,1,1,15.0,1.0,0.0,0.0,0.0,0.0,0.0
1677770340000000000,fav_0p5,80.0,0.6099066713633936,1,0,80.0,0.0,0.0,0.0,0.0,1.0,0.0
1677770340000000000,fav_1p0,111.0,0.6099066713633936,1,0,31.0,0.0,0.0,0.0,0.0,1.0,0.0
1677770340000000000,fav_1p5,135.0,0.6099066713633936,1,0,24.0,0.0,0.0,0.0,0.0,1.0,0.0
1677770340000000000,fav_2p0,141.0,0.6099066713633936,1,0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
1677770880000000000,fav_0p5,37.0,0.09925885913894873,0,0,37.0,1.0,0.0,1.0,0.0,0.0,0.0
1677770880000000000,fav_1p0,332.0,0.7345155576282206,1,0,295.0,1.0,0.0,1.0,0.0,0.0,0.0
1677770880000000000,fav_1p5,335.0,0.7345155576282206,1,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
1677771540000000000,fav_0p5,95.0,0.17322787622528418,0,0,95.0,0.0,0.0,0.0,0.0,1.0,0.0
1677772260000000000,fav_0p5,88.0,0.645202794049117,1,0,88.0,1.0,0.0,1.0,0.0,0.0,0.0
1677772260000000000,fav_1p0,114.0,0.645202794049117,1,0,26.0,1.0,0.0,1.0,0.0,0.0,0.0
1677772260000000000,fav_1p5,119.0,0.645202794049117,1,0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
1677772260000000000,fav_2p0,651.0,0.645202794049117,1,0,532.0,1.0,0.0,1.0,0.0,1.0,1.0
1677773100000000000,fav_0p5,383.0,1.5803411810277175,1,1,383.0,0.0,0.0,0.0,0.0,0.0,0.0
1677773100000000000,fav_1p0,546.0,1.5803411810277175,1,1,163.0,0.0,0.0,0.0,0.0,0.0,0.0
1677773760000000000,fav_0p5,13.0,0.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0
1677774000000000000,fav_0p5,37.0,0.16596184859147955,0,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
1677774000000000000,fav_1p0,71.0,0.16596184859147955,0,0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
1677774000000000000,fav_1p5,282.0,0.16596184859147955,0,0,211.0,0.0,0.0,0.0,0.0,0.0,0.0
1677774000000000000,fav_2p0,477.0,0.16596184859147955,0,0,195.0,1.0,1.0,0.0,0.0,0.0,0.0
1677775860000000000,fav_0p5,451.0,2.8101226130016728,1,1,451.0,0.0,0.0,1.0,0.0,1.0,0.0
1677775860000000000,fav_1p0,532.0,2.8101226130016728,1,1,81.0,0.0,0.0,1.0,0.0,1.0,0.0
1677775860000000000,fav_1p5,583.0,2.8101226130016728,1,1,51.0,0.0,0.0,1.0,0.0,1.0,0.0
1677777120000000000,fav_0p5,384.0,1.5631453874339487,1,1,384.0,0.0,0.0,0.0,0.0,0.0,0.0
1677777120000000000,fav_1p0,462.0,1.5631453874339487,1,1,78.0,0.0,0.0,0.0,0.0,0.0,0.0
1677777900000000000,fav_0p5,54.0,0.6259849851749607,1,0,54.0,0.0,0.0,1.0,0.0,1.0,0.0
1677777900000000000,fav_1p0,142.0,0.6259849851749607,1,0,88.0,0.0,0.0,1.0,0.0,1.0,0.0
1677777900000000000,fav_1p5,195.0,0.6259849851749607,1,0,53.0,0.0,0.0,1.0,0.0,1.0,0.0
1677777900000000000,fav_2p0,374.0,0.6259849851749607,1,0,179.0,0.0,0.0,1.0,0.0,1.0,0.0
1677778740000000000,fav_0p5,86.0,0.3344928355644712,0,0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
1677778740000000000,fav_1p0,166.0,0.3344928355644712,0,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
1677778740000000000,fav_1p5,642.0,0.3344928355644712,0,0,476.0,0.0,0.0,0.0,0.0,0.0,0.0
1677779580000000000,fav_0p5,9.0,0.0,0,0,9.0,1.0,0.0,1.0,0.0,1.0,0.0
1677779580000000000,fav_1p0,18.0,0.0,0,0,9.0,1.0,0.0,1.0,0.0,1.0,0.0
1677779580000000000,fav_1p5,244.0,0.25726060948568047,0,0,226.0,1.0,0.0,1.0,0.0,1.0,0.0
1677779580000000000,fav_2p0,522.0,0.25726060948568047,0,0,278.0,1.0,0.0,1.0,0.0,1.0,0.0
1677780420000000000,fav_0p5,60.0,0.17961200538141722,0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
1677780420000000000,fav_1p0,586.0,1.5267020457420464,1,1,526.0,0.0,0.0,0.0,0.0,0.0,0.0
1677781200000000000,fav_0p5,57.0,0.5742507688370205,1,0,57.0,1.0,0.0,1.0,0.0,1.0,0.0
1677782160000000000,fav_0p5,5.0,0.034055434302628605,0,0,5.0,1.0,0.0,1.0,0.0,1.0,0.0
1677782160000000000,fav_1p0,6.0,0.034055434302628605,0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1677782160000000000,fav_1p5,43.0,0.20433260581577162,0,0,37.0,1.0,0.0,1.0,0.0,1.0,0.0
1677782160000000000,fav_2p0,43.0,0.20433260581577162,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1677784440000000000,fav_0p5,78.0,0.2591853542998118,0,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
1677784800000000000,fav_0p5,287.0,0.7600046375378271,1,0,287.0,1.0,0.0,1.0,0.0,1.0,0.0
1677784800000000000,fav_1p0,367.0,0.7600046375378271,1,0,80.0,1.0,0.0,1.0,0.0,1.0,0.0
1677784800000000000,fav_1p5,406.0,0.7600046375378271,1,0,39.0,1.0,0.0,1.0,0.0,1.0,0.0
1677784800000000000,fav_2p0,422.0,0.7600046375378271,1,0,16.0,1.0,0.0,1.0,0.0,1.0,0.0
1677785760000000000,fav_0p5,72.0,0.14494732143296613,0,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
1677787500000000000,fav_0p5,29.0,0.4161095727126291,0,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1677787500000000000,fav_1p0,75.0,0.4161095727126291,0,0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
1677787920000000000,fav_0p5,56.0,0.24188852088527205,0,0,56.0,1.0,0.0,1.0,0.0,1.0,0.0
1677787920000000000,fav_1p0,205.0,0.24188852088527205,0,0,149.0,1.0,0.0,1.0,0.0,1.0,0.0
1677787920000000000,fav_1p5,275.0,0.24188852088527205,0,0,70.0,1.0,0.0,1.0,0.0,1.0,0.0
1677787920000000000,fav_2p0,299.0,0.24188852088527205,0,0,24.0,1.0,0.0,1.0,0.0,1.0,0.0
1677788640000000000,fav_0p5,107.0,0.4385842505566088,0,0,107.0,1.0,0.0,1.0,0.0,1.0,0.0
1677788640000000000,fav_1p0,149.0,0.4385842505566088,0,0,42.0,1.0,0.0,1.0,0.0,1.0,0.0
1677788640000000000,fav_1p5,243.0,0.4385842505566088,0,0,94.0,1.0,0.0,1.0,0.0,1.0,0.0
1677788640000000000,fav_2p0,486.0,0.4385842505566088,0,0,243.0,1.0,0.0,1.0,0.0,1.0,0.0
1677789900000000000,fav_0p5,166.0,0.5571131337665016,1,0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
1677789900000000000,fav_1p0,335.0,0.7330435970611864,1,0,169.0,0.0,0.0,0.0,0.0,0.0,0.0
1677789900000000000,fav_1p5,358.0,0.7330435970611864,1,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
1677789900000000000,fav_2p0,445.0,0.7330435970611864,1,0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
1677790980000000000,fav_0p5,37.0,0.14573486596563306,0,0,37.0,1.0,0.0,1.0,0.0,1.0,0.0
1677791280000000000,fav_0p5,60.0,0.033151822343409895,0,0,60.0,,,,,,
1677791280000000000,fav_1p0,112.0,0.033151822343409895,0,0,52.0,,,,,,
1677791280000000000,fav_1p5,968.0,0.033151822343409895,0,0,856.0,,,,,,
1677854280000000000,fav_0p5,291.0,2.0294207156393202,1,1,291.0,1.0,0.0,1.0,0.0,1.0,0.0
1677854280000000000,fav_1p0,407.0,2.0294207156393202,1,1,116.0,1.0,0.0,1.0,0.0,1.0,0.0
1677854280000000000,fav_1p5,411.0,2.0294207156393202,1,1,4.0,1.0,0.0,1.0,0.0,1.0,0.0
1677854280000000000,fav_2p0,412.0,2.0294207156393202,1,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1677855780000000000,fav_0p5,11.0,0.08016684608814519,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1677855780000000000,fav_1p0,193.0,0.9820438645797784,1,0,182.0,0.0,0.0,0.0,0.0,0.0,0.0
1677855780000000000,fav_1p5,195.0,0.9820438645797784,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1677856320000000000,fav_0p5,93.0,0.47470530817771567,0,0,93.0,1.0,0.0,1.0,0.0,1.0,0.0
1677856320000000000,fav_1p0,101.0,0.47470530817771567,0,0,8.0,1.0,0.0,1.0,0.0,1.0,0.0
1677856320000000000,fav_1p5,129.0,0.47470530817771567,0,0,28.0,1.0,0.0,1.0,0.0,1.0,0.0
1677856320000000000,fav_2p0,164.0,0.47470530817771567,0,0,35.0,1.0,0.0,1.0,0.0,1.0,0.0
1677858660000000000,fav_0p5,120.0,0.45922858498534014,0,0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
1677858660000000000,fav_1p0,139.0,0.45922858498534014,0,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1677858660000000000,fav_1p5,173.0,0.45922858498534014,0,0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
1677858660000000000,fav_2p0,466.0,0.45922858498534014,0,0,293.0,0.0,0.0,0.0,0.0,0.0,0.0
1677859380000000000,fav_0p5,144.0,0.8411281089357457,1,0,144.0,0.0,0.0,1.0,0.0,1.0,0.0
1677860160000000000,fav_0p5,45.0,0.19375914002281092,0,0,45.0,0.0,0.0,1.0,0.0,1.0,0.0
1677860160000000000,fav_1p0,150.0,0.27679877146115844,0,0,105.0,0.0,0.0,1.0,0.0,1.0,0.0
1677861240000000000,fav_0p5,299.0,1.7858464731729213,1,1,299.0,1.0,0.0,0.0,0.0,0.0,0.0
1677861240000000000,fav_1p0,303.0,1.7858464731729213,1,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1677861960000000000,fav_0p5,240.0,0.7404069500713438,1,0,240.0,0.0,0.0,1.0,0.0,1.0,0.0
1677861960000000000,fav_1p0,359.0,0.7404069500713438,1,0,119.0,0.0,0.0,1.0,0.0,1.0,0.0
1677861960000000000,fav_1p5,379.0,0.7404069500713438,1,0,20.0,0.0,0.0,1.0,0.0,1.0,0.0
1677861960000000000,fav_2p0,410.0,0.7404069500713438,1,0,31.0,0.0,0.0,1.0,0.0,1.0,0.0
1677863340000000000,fav_0p5,89.0,0.3957181669733614,0,0,89.0,1.0,0.0,1.0,0.0,1.0,0.0
1677863340000000000,fav_1p0,147.0,0.3957181669733614,0,0,58.0,1.0,0.0,1.0,0.0,1.0,0.0
1677863340000000000,fav_1p5,155.0,0.3957181669733614,0,0,8.0,1.0,0.0,1.0,0.0,1.0,0.0
1677864900000000000,fav_0p5,152.0,1.0253868523361553,1,1,152.0,0.0,0.0,0.0,0.0,0.0,0.0
1677865560000000000,fav_0p5,15.0,0.0,0,0,15.0,1.0,0.0,1.0,0.0,1.0,0.0
1677865560000000000,fav_1p0,41.0,0.0,0,0,26.0,1.0,0.0,1.0,0.0,1.0,0.0
1677865560000000000,fav_1p5,175.0,0.0,0,0,134.0,1.0,0.0,1.0,0.0,1.0,0.0
1677865560000000000,fav_2p0,371.0,0.0,0,0,196.0,1.0,0.0,1.0,0.0,1.0,0.0
1677867360000000000,fav_0p5,24.0,0.08920579642780689,0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
1677867360000000000,fav_1p0,87.0,0.08920579642780689,0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
1677867360000000000,fav_1p5,297.0,0.08920579642780689,0,0,210.0,0.0,0.0,0.0,0.0,0.0,0.0
1677867360000000000,fav_2p0,350.0,0.08920579642780689,0,0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
1677868020000000000,fav_0p5,169.0,0.6046881557456737,1,0,169.0,1.0,0.0,1.0,0.0,1.0,0.0
1677868380000000000,fav_0p5,70.0,0.5286681346458018,1,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
1677869040000000000,fav_0p5,84.0,0.6664140005337601,1,0,84.0,1.0,0.0,1.0,0.0,1.0,0.0
1677869040000000000,fav_1p0,243.0,0.6664140005337601,1,0,159.0,1.0,0.0,1.0,0.0,1.0,0.0
1677869040000000000,fav_1p5,264.0,0.6664140005337601,1,0,21.0,1.0,0.0,1.0,0.0,1.0,0.0
1677869040000000000,fav_2p0,274.0,0.6664140005337601,1,0,10.0,1.0,0.0,1.0,0.0,1.0,0.0
1677869820000000000,fav_0p5,23.0,0.3613509602463399,0,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
1677869820000000000,fav_1p0,211.0,0.412972525995817,0,0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
1677869820000000000,fav_1p5,223.0,0.412972525995817,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1677869820000000000,fav_2p0,236.0,0.412972525995817,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1677870420000000000,fav_0p5,58.0,0.0986015213933856,0,0,58.0,1.0,0.0,1.0,0.0,1.0,0.0
1677870420000000000,fav_1p0,63.0,0.0986015213933856,0,0,5.0,1.0,0.0,1.0,0.0,1.0,0.0
1677870420000000000,fav_1p5,71.0,0.0986015213933856,0,0,8.0,1.0,0.0,1.0,0.0,1.0,0.0
1677870420000000000,fav_2p0,72.0,0.0986015213933856,0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1677872640000000000,fav_0p5,268.0,1.287663263698208,1,1,268.0,1.0,0.0,1.0,0.0,1.0,0.0
1677872640000000000,fav_1p0,494.0,1.287663263698208,1,1,226.0,1.0,0.0,1.0,0.0,1.0,0.0
1677873600000000000,fav_0p5,28.0,0.5583194276479942,1,0,28.0,1.0,0.0,1.0,0.0,1.0,0.0
1677873600000000000,fav_1p0,35.0,0.5583194276479942,1,0,7.0,1.0,0.0,1.0,0.0,1.0,0.0
1677873600000000000,fav_1p5,247.0,0.5583194276479942,1,0,212.0,1.0,0.0,1.0,0.0,1.0,0.0
1677873600000000000,fav_2p0,247.0,0.5583194276479942,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1677874260000000000,fav_0p5,257.0,1.3275718035468036,1,1,257.0,0.0,0.0,0.0,0.0,0.0,0.0
1677874260000000000,fav_1p0,382.0,1.3275718035468036,1,1,125.0,0.0,0.0,0.0,0.0,0.0,0.0
1677874260000000000,fav_1p5,411.0,1.3275718035468036,1,1,29.0,0.0,0.0,0.0,0.0,0.0,0.0
1677874260000000000,fav_2p0,421.0,1.3275718035468036,1,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1677875340000000000,fav_0p5,35.0,0.1268904189819425,0,0,35.0,0.0,0.0,1.0,0.0,1.0,0.0
1677875340000000000,fav_1p0,171.0,0.5498584822550842,1,0,136.0,0.0,0.0,1.0,0.0,1.0,0.0
1677875820000000000,fav_0p5,290.0,1.463987921825628,1,1,290.0,1.0,0.0,0.0,0.0,0.0,0.0
1677875820000000000,fav_1p0,646.0,1.463987921825628,1,1,356.0,1.0,0.0,0.0,0.0,0.0,0.0
1677875820000000000,fav_1p5,666.0,1.463987921825628,1,1,20.0,1.0,0.0,0.0,0.0,0.0,0.0
1677875820000000000,fav_2p0,696.0,1.463987921825628,1,1,30.0,1.0,0.0,0.0,0.0,0.0,0.0
1677876900000000000,fav_0p5,18.0,0.1944059185983062,0,0,18.0,,,,,,
1677876900000000000,fav_1p0,29.0,0.1944059185983062,0,0,11.0,,,,,,
1677876900000000000,fav_1p5,76.0,0.1944059185983062,0,0,47.0,,,,,,
1677876900000000000,fav_2p0,514.0,0.1944059185983062,0,0,438.0,,,,,,
1678113660000000000,fav_0p5,35.0,0.4412348636525103,0,0,35.0,1.0,0.0,1.0,0.0,1.0,0.0
1678113660000000000,fav_1p0,66.0,0.4412348636525103,0,0,31.0,1.0,0.0,1.0,0.0,1.0,0.0
1678113660000000000,fav_1p5,236.0,0.4412348636525103,0,0,170.0,1.0,0.0,1.0,0.0,1.0,0.0
1678114020000000000,fav_0p5,47.0,0.5878316462246095,1,0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
1678114440000000000,fav_0p5,346.0,1.2144158183304181,1,1,346.0,0.0,0.0,1.0,0.0,1.0,0.0
1678115280000000000,fav_0p5,29.0,0.622506231179411,1,0,29.0,0.0,0.0,1.0,0.0,1.0,0.0
1678115280000000000,fav_1p0,78.0,0.622506231179411,1,0,49.0,0.0,0.0,1.0,0.0,1.0,0.0
1678115280000000000,fav_1p5,522.0,0.622506231179411,1,0,444.0,1.0,1.0,1.0,0.0,1.0,0.0
1678115280000000000,fav_2p0,552.0,0.622506231179411,1,0,30.0,1.0,1.0,1.0,0.0,1.0,0.0
1678117920000000000,fav_0p5,67.0,0.4519470018245789,0,0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
1678118280000000000,fav_0p5,480.0,1.4996720052813508,1,1,480.0,1.0,0.0,1.0,0.0,1.0,0.0
1678118280000000000,fav_1p0,603.0,1.4996720052813508,1,1,123.0,1.0,0.0,1.0,0.0,1.0,0.0
1678118280000000000,fav_1p5,625.0,1.4996720052813508,1,1,22.0,1.0,0.0,1.0,0.0,1.0,0.0
1678118280000000000,fav_2p0,1196.0,1.4996720052813508,1,1,571.0,1.0,0.0,1.0,0.0,1.0,0.0
1678119780000000000,fav_0p5,26.0,0.0,0,0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
1678119780000000000,fav_1p0,215.0,0.2911514345022915,0,0,189.0,0.0,0.0,0.0,0.0,0.0,0.0
1678119780000000000,fav_1p5,248.0,0.2911514345022915,0,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
1678119780000000000,fav_2p0,252.0,0.2911514345022915,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1678120560000000000,fav_0p5,85.0,0.8370037149706012,1,0,85.0,0.0,0.0,1.0,0.0,1.0,0.0
