block,group,N,real_final_mfe,real_final_pnl,real_giveback,real_capture_ratio_of_means,real_frac_surrendered,null_final_mfe,null_final_pnl,null_giveback,null_capture_ratio_of_means,null_frac_surrendered,res_final_pnl,res_final_pnl_lo,res_final_pnl_hi,res_giveback,res_giveback_lo,res_giveback_hi,res_frac_surrendered,res_frac_surrendered_lo,res_frac_surrendered_hi
discovery,all,4521,2.173269877123161,-0.0441182333771355,2.2173881105002966,-0.02030039335728357,4.361063229962292,2.262219455819448,-0.0077480426661099625,2.2699674984855576,-0.0034249739326476505,4.188315628722223,-0.03637019071102555,-0.09777362010100848,0.027069178566833572,-0.05257938798526099,-0.07936228525524452,-0.023878938343987573,0.168714127894075,-0.11492557833883765,0.5045463226184307
discovery,top_final_mfe_quintile (outcome-defined),908,6.14189256191293,3.4111956527659646,2.7306969091469657,0.5553981315009403,0.4954673070942401,2.3004217816663424,-0.002650635903622157,2.303072417569964,-0.001152239091433977,4.140321451748926,3.413846288669587,3.2278683322688577,3.5959567320388186,0.4276244915770014,0.3516492143969349,0.5180867384692466,-3.6448541446546865,-3.766728544173342,-3.5148737095123628
replication,all,1503,2.1589274259256337,0.02108324617842735,2.137844179747206,0.009765611351844294,4.229730056954057,2.244799681044603,-0.00912307586593887,2.2539227569105424,-0.004064093532699322,4.22277032144878,0.0302063220443662,-0.07204610422523643,0.14918125189308645,-0.1160785771633358,-0.15783513599067167,-0.07747962884344628,0.010996547496450005,-0.369850580097428,0.41260765472441213
replication,top_final_mfe_quintile (outcome-defined),297,6.215940508067236,3.7419104947411768,2.4740300133260593,0.6019862142961008,0.44381313988747106,2.277625921769512,0.006573720697038635,2.271052201072473,0.002886216140327136,4.169332327405415,3.7353367740441374,3.402112516919919,4.059871460924984,0.20297781225358602,0.0687897487232668,0.3286942281117247,-3.725519187517944,-3.9520922603369373,-3.5244818390562744
pooled,all,6024,2.1696914069787585,-0.02785033434459716,2.1975417413233553,-0.012836080861553516,4.3282521513876695,2.2578731873123776,-0.008091116188577234,2.2659643035009545,-0.0035835122335671835,4.196912143192344,-0.01975921815601994,-0.0799331171497026,0.036026631515385724,-0.06842256217759939,-0.09153380644721112,-0.04472599722252978,0.12931141032856555,-0.15598193920421516,0.38894689197920174
pooled,top_final_mfe_quintile (outcome-defined),1205,6.160143383496191,3.492707941617946,2.6674354418782444,0.56698484502412,0.4827359480399576,2.2948032170278703,-0.00037708079126011555,2.2951802978191305,-0.00016431944511063318,4.147471850147248,3.4930850224092063,3.330151184932204,3.651720885079479,0.3722551440591139,0.299072315301589,0.4480120247272795,-3.6647359021072896,-3.7739877247847704,-3.568619057701608
